"0","5",NA,"2","-50",NA,NA,"2.5","5","surface","NA","NA","estimated_from_SOM"
"565","570","635","35","599","552","663","567.5","5","14C","ID139048","NA","needle"
"737.5","740","1295","45","1228","1096","1291","738.75","2.5","14C","ID142851","NA","terr._Leaf"
"1007.5","1017.5","1980","60","1932","1790","2098","1012.5","10","14C","ID139049","NA","wood_charcoal"
"1372.5","1375","2820","30","2920","2854","3016","1373.75","2.5","14C","ID143942","NA","charred_needles"
"1615","1617.5","3650","35","3970","3856","4112","1616.25","2.5","14C","ID142852","X","bark_(excluded_from_age_model)"
"1675","1677.5","3365","30","3606","3495","3684","1676.25","2.5","14C","ID143941","NA","charred_needles"
"1815","1817.5","4645","35","5404","5311","5472","1816.25","2.5","14C","ID143943","X","twig_(excluded_from_age_model)"
"1985","1990","8080","35","9010","8807","9109","1987.5","5","14C","ID142853","X","twig_with_bark_(excluded_from_age_model)"
"2147.5","2150","4565","35","5190","5066","5430","2148.75","2.5","14C","ID145646","NA","charred_needle"
"2425","2427.5","5895","35","6715","6652","6795","2426.25","2.5","14C","ID143944","NA","charred_needles"
"2565","2567.5","6655","30","7532","7474","7577","2566.25","2.5","14C","ID145300","NA","charcoal"
"2815","2817.5","8120","60","9068","8813","9255","2816.25","2.5","14C","ID144795","NA","needles"
"3400","3402.5","8925","35","10042","9920","10186","3401.25","2.5","14C","ID142654","NA","twig"
"3832.5","3835","9345","50","10560","10404","10690","3833.75","2.5","14C","ID138454","NA","wood"
