10,72,37,NA,NA
425,680,30,364,281
1310,1010,30,623,556
1610,1124,41,711,644
1775,1226,25,795,718
2460,1535,47,1161,1036
2660,1693,42,1293,1210
3510,1978,35,1593,1489
4120,2396,47,2098,1966
4560,2578,48,2315,2189
5630,3017,39,2824,2741
6210,3375,80,3345,3142
7075,3840,33,3845,3730
8150,3949,39,3992,3866
9375,4340,46,4527,4407
9740,4505,50,4793,4638
11620,5296,53,5704,5592
12680,5826,51,6289,6192
13980,6833,81,7419,7274
15195,7749,62,8298,8159
15680,8084,57,8608,8458
17080,8572,78,9330,9106
17080,8609,92,9392,9150
17180,8590,43,9325,9162
19805,9265,70,10193,9966
20680,9477,88,10425,10227
24990,10920,85,12672,12351
