NA,"10","20","-13",NA,"15","10","137Cs","NA","NA"
NA,"40",NA,"37",NA,NA,NA,"210Pb","NA","NA"
"123325","120","150","620","50","135","30","14C","NA","NA"
"123324","160","190","690","60","175","30","14C","NA","NA"
"120590","300","340","1100","50","320","40","14C","NA","NA"
"123320","400","430","1610","50","415","30","14C","x","Age_rejected_by_authors"
"123323","410","430","1240","50","420","20","14C","NA","NA"
"127326","520","580","1230","40","550","60","14C","NA","NA"
"127327","760","780","2250","40","770","20","14C","NA","NA"
"125085","780","800","2620","40","790","20","14C","NA","NA"
"118135","780","800","2440","50","790","20","14C","NA","NA"
NA,"950","980","2660","40","965","30","14C","NA","NA"
"123322","1080","1100","2980","50","1090","20","14C","NA","NA"
"127323","1200","1240","3630","40","1220","40","14C","NA","NA"
"123326","1240","1280","3940","50","1260","40","14C","NA","NA"
"123327","1315","1345","3940","50","1330","30","14C","NA","NA"
"118134","1460","1470","4260","40","1465","10","14C","NA","NA"
"118136","1530","1550","4400","50","1540","20","14C","NA","NA"
"123321",NA,NA,"5200","40",NA,NA,"14C","x","rejected_-_cannot_be_placed_on_April_core"
"127325","1700","1730","5330","50","1715","30","14C","NA","NA"
"127324",NA,NA,"6680","50",NA,NA,"14C","x","Age_rejected_by_authors"
"119227","1720","1740","5910","60","1730","20","14C","NA","NA"
"118131","2320","2340","650","60","2330","20","14C","NA","NA"
