"0","0",NA,"1",NA,NA,"-46","JM97-9482","surface","NA","error_estimated_at_1"
"217.5","217.5","735","40","400","20","369.5","JM97-9482","14C","KIA_6285","NA"
"307.5","307.5","940","40","400","20","537.4","JM97-9482","14C","KIA_4800","NA"
"50","315","1020","100","400","20","544.7","MD952011_","14C","Poz-8245","NA"
"105","370","980","60","400","20","566.9","MD952011_","14C","GifA96471","NA"
"245","510","1590","40","400","20","637.2","MD952011_","14C","KIA5600","NA"
"305","570","1040","40","400","20","672.8","MD952011_","14C","KIA3925","NA"
"475","740","1160","30","400","20","797","MD952011_","14C","KIA5601","NA"
"555","820","1530","90","400","20","868","MD952011_","14C","Poz-8244","NA"
"705","970","1560","50","400","20","1018.9","MD952011_","14C","KIA3926","NA"
"895","1160","1590","30","400","20","1239.4","MD952011_","14C","KIA6286","NA"
"1015","1280","1790","60","400","20","1391.9","MD952011_","14C","Poz-8246","NA"
"1205","1470","2210","60","400","20","1638.4","MD952011_","14C","Poz-10158","NA"
"1305","1570","2350","40","400","20","1761.7","MD952011_","14C","KIA3927","NA"
"1540","1805","2335","25","400","20","2034.6","MD952011_","14C","KIA6287","NA"
"1705","1970","2620","60","400","20","2213.5","MD952011_","14C","GifA96472","NA"
"2250","2515","3000","50","400","20","2905.2","MD952011_","14C","Poz-8242","NA"
"2500","2765","3380","70","400","20","3302.7","MD952011_","14C","Poz-8241","NA"
"2695","2960","3820","35","400","20","3646.4","MD952011_","14C","KIA10011","NA"
"3000","3265","4080","70","400","20","4170.8","MD952011_","14C","Poz-8240","NA"
"3205","3470","4330","50","400","20","4529.5","MD952011_","14C","KIA463","NA"
"3615","3880","4990","40","400","20","5273.9","MD952011_","14C","Poz-10159","NA"
"4510","4775","6420","160","400","20","6791.35","MD952011_","14C","Poz-8238","NA"
"4905","5170","6920","50","400","20","7483","MD952011_","14C","Poz-10160","NA"
"5205","5470","7260","60","400","20","8098.3","MD952011_","14C","KIA464","NA"
"5285","5550","7690","110","400","20","8161.7","MD952011_","14C","Poz-8237","NA"
"5335","5600","8530","160","400","20","8277.05","MD952011_","14C","Poz-8236","NA"
"5415","5680","8280","140","400","20","8334.45","MD952011_","14C","Poz-8235","NA"
"5705","5970","8700","90","400","20","9198.2","MD952011_","14C","Poz-8234","NA"
"7035","7300","10775","85","700","20","11984.23","MD952011_","14C","TUa-3315","NA"
"7305","7570","11875","140","700","20","12734.9","MD952011_","14C","Tua-3316","NA"
"7505","7770","12220","90","700","20","13279.1","MD952011_","14C","KIA465","NA"
"7035","7300",NA,"121",NA,NA,"12121","MD952011_","tephra","vedde","error_estimated_at_1%_(from_GRIP)"
