"0",NA,NA,"-48",NA,"surface","NA","Assumed_top_ages_based_on_?"
"575","1520","80","1570","1280","14C","terrestrial_macrofossils","NA"
"765","2295","85","2750","2050","14C","terrestrial_macrofossils","NA"
"1085","3585","80","4100","3640","14C","terrestrial_macrofossils","NA"
"1625","7520","135","8600","8100","14C","terrestrial_macrofossils","NA"
"2075","8505","130","9900","9100","14C","terrestrial_macrofossils","NA"
