NA,"0",NA,NA,"-55",NA,NA,"surface","NA","Year_of_core_collection_(2005)"
"247356","565","660","40",NA,"500","290","14C","Bivalve_fragments_â_possibly_P._arctica","NA"
"247357","825","960","40",NA,"750","540","14C","Bivalve_fragments","NA"
"247358","1805","1640","40",NA,"1480","1240","14C","Large_bivalve_fragments","NA"
"247359","3685","3590","40",NA,"3810","3480","14C","P._arctica_fragments","NA"
"247360","4035","3860","40",NA,"4140","3820","14C","Bivalve_fragments","NA"
"247361","4775","5680","40",NA,"6300","6020","14C","Gastropod_and_bivalve_fragments","NA"
"247363","5155","7930","40",NA,"8630","8380","14C","P._arctica_valve_and_scaphopod_fragments","NA"
"247364","5555","8370","60",NA,"9330","8950","14C","P._arctica_and_bivalve_fragments","NA"
"247365","5775","8450","40",NA,"9410","9070","14C","P._arctica_and_bivalve_fragments","NA"
"247366","6235","8840","40",NA,"9850","9520","14C","P._arctica_and_bivalve_fragments","NA"
"210008","6405","9150","200",NA,"10310","9050","14C","N._pachyderma","NA"
