"0","0",NA,NA,"-39","0","0","surface","NA","NA"
"112","122","990","90",NA,"117","10","14C","UtC-5615","Empetrum_nuts_Ericacaeae_wood_fragments_coleptera_fragments"
"924","930","3830","90",NA,"927","6","14C","UtC-5616","Empetrum_nuts_betula_nana_nuts"
"1414","1420","5880","50",NA,"1417","6","14C","UtC-5617","Ericaceae_flower_bud_Ledum_leaf_fragments"
"1914","1944","8150","60",NA,"1929","30","14C","UtC-5618","Empetrum_nuts_Carex_spp._Nuts"
