"60","90","75","15.2","2680","60","0","75","30","14C","HU84-030-021_PC","TO-8802","N._pachyderma_l.","web_GEOTOP"
"270","280","275","1.5","3060","40","0","275","10","14C","HU84-030-021_PC","LLNL-116844","Npl","web_GEOTOP"
"800","830","815","32.2","6380","70","0","815","30","14C","HU84-030-021_PC","TO-8803","N._pachyderma_l.","web_GEOTOP"
"1000","1010","1005",NA,"3770","130","0","1005","10","14C","HU84-030-021_PC","beta-13575","foram_planctonique","web_GEOTOP"
"1200","1220","1210","34.4","7950","80","0","1210","20","14C","HU84-030-021_PC","TO-8804","N._pachyderma_l.","web_GEOTOP"
"1570","1610","1590","29.8","8390","80","0","1590","40","14C","HU84-030-021_PC","TO-8805","N._pachyderma_l.","web_GEOTOP"
"1790","1820","1805","27.4","9270","110","0","1805","30","14C","HU84-030-021_PC","TO-8806","N._pachyderma_l.","web_GEOTOP"
"2270","2290","2280",NA,"11150","200","0","2280","20","14C","HU84-030-021_PC","beta-13573","foram_planctonique","web_GEOTOP"
"4330","4350","4340",NA,"16700","420","0","4340","20","14C","HU84-030-021_PC","beta-13572","foram_planctonique","web_GEOTOP"
"7600","7610","7605",NA,"28150","610","0","7605","10","14C","HU84-030-021_PC","20217","???","web_GEOTOP"
