"10","0","473","36","73","217","0","5","10","14C","AA-46847","Mixed_benthic_forams"
"550","540","1417","65","1017","1100","832","545","10","14C","AA-53112","Unknown_bivalve_mollusc_fragments"
"1130","1120","2621","58","2221","2424","2146","1125","10","14C","AA-53113","Gastropod_mollusc_fragment_Buccinid?_(and_mixed_forams)"
"1680","1670","3706","59","3306","3783","3462","1675","10","14C","AA-53114","Scaphopod_mollusc_Dentalium_entails"
"2150","2140","4612","70","4212","4980","4634","2145","10","14C","AA-53115","Mixed_benthic_forams"
"2770","2760","5541","44","5141","5997","5852","2765","10","14C","AA-53116","Bivalve_molluscs_Thyasira_cf_sarsi"
"3340","3330","6537","45","6137","7172","6918","3335","10","14C","AA-53117","Gastropod_mollusc_Opisthobranch_fragments"
"3840","3830","8286","50","7886","8946","8628","3835","10","14C","AA-53118","Scaphopod_mollusc_Dentalium_entails"
"4215","4200","9041","51","8641","9842","9156","4207.5","15","14C","AA-53119","Mixed_benthic_forams"
"4510","4490","9403","58","9003","10555","9810","4500","20","14C","AA-46848","Mixed_benthic_forams"
