"0",NA,NA,"-56",NA,NA,"surface","NA","NA","NA","Assumed_top_age_based_on_collection_year_(2006)"
"185","780","25",NA,"511","475","14C_bulk","OS-60829","bulk_sediment","NA","NA"
"187.5","465","140",NA,"510",NA,"14C","OS-61461","wood_fragment","NA","NA"
"215","1430","30",NA,"994","940","14C_bulk","OS-60813","bulk_sediment","NA","NA"
"245","1585","45",NA,"1219","1089","14C_bulk","AAR-4750","bulk_sediment","NA","NA"
"280","1500","140",NA,"1530","1264","14C","OS61462","wood_fragment","NA","NA"
"385","3230","40",NA,"3043","2921","14C_bulk","OS-60811","bulk_sediment","x","Sample_not_used_in_age_model"
"545","3685","50",NA,"3616","3488","14C_bulk","AAR-4751","bulk_sediment","NA","NA"
"580","3950","30",NA,"3927","3851","14C_bulk","OS-60810","bulk_sediment","NA","NA"
"585","3920","35",NA,"3899","3809","14C","OS-60765","gastropod_shell","NA","NA"
"600","3780","55",NA,"4235","4065","14C","AAR-4755","wood_fragment","NA","NA"
"600","4185","55",NA,"4311","4129","14C_bulk","AAR-4752","bulk_sediment","NA","NA"
"830","5300","40",NA,"5698","5616","14C_bulk","OS-60814","bulk_sediment","NA","NA"
"945","5785","60",NA,"6293","6171","14C_bulk","AAR-4753","bulk_sediment","NA","NA"
"1180","6735","55",NA,"7359","7243","14C_bulk","AAR-4754","bulk_sediment","NA","NA"
