# 
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 2.0            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.            
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.            
# Online_Resource:             
#            
# Original_Source_URL: example_url         
#            
# Description/Documentation lines begin with #            
# Data lines have no #            
#            
# Archive: exampleArchive            
#            
# Parameter_Keywords: example_keywords       
#--------------------
# Contribution_Date 
#   Date: 2010
#------------------
# Title 
#   Study_Name: example_study_name
#------------------
# Investigators 
#   Investigators: LastName, F.
#------------------
# Description_Notes_and_Keywords 
#   Description: example_description
#------------------
# Publication 
#   Authors: Sundqvist, H.S., Holmgren, K., Fohlmeister, J., Zhang, Q., Bar-Matthews, M., Sp\u00f6tl, C., K\u00f6rnich, H.
#   Published_Date_Or_Year: 2011
#   Published_Title: example_title
#   Journal_Name: example_journal
#   Volume: 5
#   Edition: 2
#   Issue: 1
#   Pages: 1033
#   DOI: 10.1038/srep01767
#   Online_Resource: example_resource
#   Full_Citation: example_citation
#   Abstract: example_abstract
#   DOI_id: 10.1038/srep01767
#   DOI_url: http://dx.doi.org/10.1038/srep01767
#------------------
# Site_Information 
#   Site_Name: example_site_name
#   Location: example_location
#   Country: example_country
#   Northernmost_Latitude: -24
#   Southernmost_Latitude: -24
#   Easternmost_Longitude: 29.18
#   Westernmost_Longitude: 29.18
#   Elevation: 100m
#------------------
# Data_Collection 
#   Collection_Name: ColdAir2013T7temp
#   Earliest_Year: 0
#   Most_Recent_Year: 0
#   Time_Unit: yr
#   Core_Length: 0 centimeters
#   Notes: example_notes
#------------------
# Species 
#   Species_Name: example_species_name
#   Common_Name: example_common_name
#------------------
# Variables
#            
# Filename: Africa-ColdAirCave.Sundqvist.2013.data.PaleoData.csv
#
# Data variables follow that are preceded by "##" in columns one and two.            
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##temperature       inferred temperature, ex_material,  ex_error, degC, ex_seasonality, ex_archive, top of sample; signal believed to primarily reflect temperature but influence of other factors cannot be excluded., ex_method, N 
##year              Year AD, ex_material, ex_error, AD, ex_seasonality, ex_archive, ex_detail, ex_method, N
##SE                error on temp reconstruction, ex_material, ex_error, degC, ex_seasonality, ex_archive, ex_detail, ex_method, ex_data_type
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: 
#
temperature    year           SE
0.45905499     1992           0.578082397431318
0.40624013     1991           0.578082397431318
0.36215069     1990           0.578082397431318
0.35177111     1989           0.578082397431318
0.44127737     1988           0.578082397431318
0.46303377     1987           0.578082397431318
0.45041960     1986           0.578082397431318
0.35868634     1985           0.578082397431318
0.26150891     1984           0.578082397431318
0.31491239     1983           0.578082397431318
0.30929175     1982           0.578082397431318
0.26577106     1981           0.578082397431318
0.20417639     1980           0.578082397431318
0.18098663     1979           0.578082397431318
0.15343937     1978           0.578082397431318
0.14685932     1977           0.578082397431318
0.12689025     1976           0.578082397431318
0.11640311     1975           0.578082397431318
0.09168351     1974           0.578082397431318
NaN            NaN            NaN
-0.0218167     1954.00000     0.578082397431318
-0.0996788     1953.00000     0.578082397431318
-0.1016331     1952.00000     0.578082397431318
-0.0988115     1951.00000     0.578082397431318
-0.2487600     1950.00000     0.578082397431318
-0.2092605     1949.00000     0.578082397431318
-0.1614059     1948.00000     0.578082397431318
-0.0704116     1947.00000     0.578082397431318
-0.0691641     1946.00000     0.578082397431318
-0.0564776     1945.00000     0.578082397431318
-0.0488221     1944.00000     0.578082397431318
-0.0652586     1943.00000     0.578082397431318
-0.1142634     1942.00000     0.578082397431318
-0.0310590     1941.00000     0.578082397431318
-0.0388230     1940.00000     0.578082397431318
-0.0523839     1939.00000     0.578082397431318
-0.1488960     1938.00000     0.578082397431318
-0.0770320     1937.00000     0.578082397431318
-0.1254416     1936.00000     0.578082397431318
-0.2391244     1935.00000     0.578082397431318
-0.2113238     1934.00000     0.578082397431318
-0.1712696     1933.00000     0.578082397431318
-0.2160946     1932.00000     0.578082397431318
-0.3370116     1931.00000     0.578082397431318
-0.3519427     1930.00000     0.578082397431318
-0.2671479     1929.00000     0.578082397431318
-0.3011444     1928.00000     0.578082397431318
-0.3754793     1927.00000     0.578082397431318
-0.3188637     1926.00000     0.578082397431318
-0.3290322     1925.00000     0.578082397431318
-0.3448176     1924.00000     0.578082397431318
-0.2880635     1923.00000     0.578082397431318
-0.2900075     1922.00000     0.578082397431318
-0.3318857     1921.00000     0.578082397431318
-0.3587205     1920.00000     0.578082397431318
-0.2888136     1919.00000     0.578082397431318
-0.3718909     1918.00000     0.578082397431318
-0.3589549     1917.00000     0.578082397431318
-0.3458821     1916.00000     0.578082397431318
-0.3771996     1915.00000     0.578082397431318
-0.4314537     1914.00000     0.578082397431318
-0.5107227     1913.00000     0.578082397431318
-0.6235747     1912.00000     0.578082397431318
-0.4588082     1911.00000     0.578082397431318
-0.4855025     1910.00000     0.578082397431318
-0.4850209     1909.00000     0.578082397431318
-0.4304993     1908.00000     0.578082397431318
