10,NA,NA
30,274,25.33
50,432,25.18
70,590,25.32
90,748,25.64
110,905,25.95
130,1063,25.94
150,1221,25.81
170,1379,26.07
190,1536,26.09
210,1694,26.35
230,1852,26.47
250,2010,26.61
270,2167,26.71
290,2325,27.03
310,2483,26.67
330,2640,26.55
350,2798,26.54
370,2956,26.6
390,3114,27.26
410,3271,27.33
430,3429,26.87
450,3587,27.23
470,3745,26.62
490,3902,26.75
510,4060,26.45
530,4218,26.83
550,4376,27.19
570,4533,26.82
590,4691,27.05
610,5007,27.21
630,5164,26.78
650,5322,27.27
670,5480,27.1
690,5638,27.43
710,5795,27.21
730,5953,27.02
750,6111,27.61
770,6269,27.16
790,6426,27.41
810,6584,27.86
830,6742,27.95
850,6900,27.53
870,7057,27.83
890,7215,27.38
910,7373,27.56
930,7531,27.09
950,7688,27.9
970,7846,28.17
990,8004,28.48
1010,8162,27.97
1030,8319,28.34
1050,8635,28.3
1070,8793,28.04
1090,8950,28.65
1110,9266,28.73
