"2260","2240","1000",NA,"-49",NA,NA,"2250","20","surface","NA","NA","Assumed_core_top_age","NA"
"3140","3100","3490","100",NA,"3357","3004","3120","40","14C","1657-S","Foraminifers_benthic_and_planktic","NA","NA"
"3970","3910","4840","120",NA,"5204","4838","3940","60","14C","1699-S","Foraminifers_benthic_and_planktic","NA","NA"
"4570","4550","5795","40",NA,"6391","6122","4560","20","14C","1698-S","Shell","NA","NA"
"4570","4530","5986","70",NA,"6168","5932","4550","40","14C","1697-S","Foraminifers_benthic_and_planktic","NA","NA"
"4570","4530","5630","100",NA,"6005","5677","4550","40","14C","1702-S","Cibicides_lobatulus","NA","NA"
"6950","6930","8265","65",NA,"8756","8433","6940","20","14C","1544-S","Shell","NA","NA"
"9095","9075","9311","70",NA,"10131","9770","9085","20","14C","1587-S","Shell","NA","NA"
"9410","9390","9283","58",NA,"10096","9734","9400","20","14C","1588-S","Nuculana_buccata","NA","NA"
"10000","10000","10180",NA,NA,NA,NA,"10000","0","tephra","NA","Saksunarvatn_tephra","NA","NA"
"10800","10780","9729","59",NA,"10546","10300","10790","20","14C","1589-S","Nuculana_buccata","NA","NA"
"11280","11260","10000","60",NA,"10927","10580","11270","20","14C","1590-S","Shell_fragment","NA","NA"
"14790","14770","10745","695",NA,"12826","11061","14780","20","14C","1591-S","Bathyarca_glacialis","Age_rejected_by_authors","x"
"16370","16370","11980",NA,NA,"13392","13125","16370","0","tephra","NA","Vedde_tephra","NA","NA"
