"0","0",NA,NA,"0",NA,NA,"0","0","surface","NA","NA"
"395","400","1360","160",NA,"1550","940","397.5","5","14C","terrestrial_macrofossil","NA"
"400","410","1535","65",NA,"1540","1300","405","10","14C_bulk","bulk_sediment","NA"
"700",NA,"1700","160",NA,"1810","1400",NA,NA,"14C","terrestrial_macrofossil","NA"
"700","710","2150","70",NA,"2330","1940","705","10","14C_bulk","bulk_sediment","X"
"1070","1080","3265","65",NA,"3630","3360","1075","10","14C_bulk","bulk_sediment","NA"
"1430",NA,"3835","70",NA,"4420","3990",NA,NA,"14C","terrestrial_macrofossil","NA"
"1750","1760","5300","75",NA,"6280","5910","1755","10","14C_bulk","bulk_sediment","NA"
"2100","2110","6800","70",NA,"7700","7480","2105","10","14C_bulk","bulk_sediment","NA"
"2300","2310","8620","80",NA,"9850","9440","2305","10","14C_bulk","bulk_sediment","X"
"2310",NA,"7615","110",NA,"8560","8130",NA,NA,"14C","terrestrial_macrofossil","NA"
"2440",NA,"8135","75",NA,"9360","8730",NA,NA,"14C","terrestrial_macrofossil","NA"
