"0","0",NA,NA,"-39","0","0","surface","NA","NA"
"110","120","322","32",NA,"115","10","14C_bulk","UtC-5605","bulk_gyttja"
"370","380","700","70",NA,"375","10","14C_bulk","UtC-3291","bulk_gyttja"
"945","955","2570","70",NA,"950","10","14C_bulk","UtC-3290","bulk_gyttja"
"1545","1555","4470","80",NA,"1550","10","14C_bulk","UtC-3289","bulk_gyttja"
"2070","2110","6380","100",NA,"2090","40","14C_bulk","UtC-1987","bulk_gyttja"
