"1450","1500","2740","125","2810","2970","2750","1475","50","surface","NA","NA","surface_age_modern"
"1650","1700","3210","85","3430","3630","3250","1675","50","14C_bulk","Tln-2523","Gyttja","NA"
"1850","1900","3340","85","3570","3800","3370","1875","50","14C_bulk","Tln-2524","Gyttja","NA"
"2150","2200","3890","85","4320","4430","4180","2175","50","14C_bulk","Tln-2526_","Gyttja","NA"
"2700","2750","4850","70","5600","5640","5560","2725","50","14C_bulk","Tln-2533_","Gyttja","NA"
"2920","2970","6170","990","7010","7280","6770","2945","50","14C_bulk","Tln-2530_","Gyttja","NA"
"3150","3200","6850","70","7670","7720","7580","3175","50","14C_bulk","Tln-2531_","Gyttja","NA"
"3480","3530","8160","45","9080","9260","9010","3505","50","14C_bulk","Tln-2534_","Gyttja","NA"
"3800","3850","9620","115","11080","11220","10590","3825","50","14C_bulk","Tln-2535_","Gyttja","NA"
"4380","4430","10390","150","12330","12900","11620","4405","50","14C_bulk","Tln-2538_","Gyttja","NA"
"4430","4530","10390","160","12330","12900","11580","4480","100","14C_bulk","Tln-2546_","Gyttja","NA"
