"1280","2870","50","2964","14C","TO-1152","Carbonized_twigs_and_wood_frag"
"2040","4840","50","5597","14C","TO-1153","Carbonized_spruce_needle_inse"
"2360","5860","410","6697","14C","TO-1154","Carbonized_spruce_needle_inse"
"3580","8440","70","9445","14C","TO-1155","Spruce_needles_and_wood_frags"
"3980","8820","70","9874","14C","TO-1156","Spruce_needles_and_wood_frags"
"4230","8930","70","9934","14C","TO-1157","Spruce_needles_and_wood_frags"
"4570","8760","120","9762","14C","TO-1158","Spruce_needles_and_wood_frags"
"4820","9500","80","10517","14C","TO-1159","Monocot_frags"
