"0","0",NA,NA,"-46.5","-47","-46","0","0","surface","NA","NA","surface_age_modern_(1996-1997)"
"3420","3490","1180","100","1065","925","1293","3455","70","14C","LuA-4467","Terrestrial_macrofossils","NA"
"4040","4100","2000","90","1936","1724","2294","4070","60","14C","LuA-4468","Terrestrial_macrofossils","NA"
"4840","4900","3070","150","3287","2853","3632","4870","60","14C","Ua-11219","Terrestrial_macrofossils","NA"
"4900","4950","2995","170","3182","2757","3625","4925","50","14C","Ua-11220","Terrestrial_macrofossils","NA"
"4970","5000","3445","210","3691","3212","4281","4985","30","14C","Ua-11190","Terrestrial_macrofossils","NA"
"5040","5070","3195","190","3431","2887","3868","5055","30","14C","Ua-11188","Terrestrial_macrofossils","NA"
"5180","5240","3580","160","3869","3469","4405","5210","60","14C","Ua-11221","Terrestrial_macrofossils","NA"
"5420","5480","3935","140","4412","3932","4827","5450","60","14C","Ua-11222","Terrestrial_macrofossils","NA"
"5650","5700","4735","220","5553","4848","5925","5675","50","14C","Ua-11189","Terrestrial_macrofossils","NA"
"5850","5910","4410","180","5020","4453","5579","5880","60","14C","Ua-11223","Terrestrial_macrofossils","NA"
"6040","6100","5430","260","6230","5612","6780","6070","60","14C","Ua-11224","Terrestrial_macrofossils","NA"
"6220","6260","6320","240","7252","6662","7661","6240","40","14C","Ua-11108","Terrestrial_macrofossils","NA"
"6300","6350","9220","270","10316","9561","11181","6325","50","14C","Ua-11193","Terrestrial_macrofossils","NA"
"6620","6680","6860","170","7676","7321","8151","6650","60","14C","Ua-11225","Terrestrial_macrofossils","NA"
"6880","6920","7370","140","8175","7840","8450","6900","40","14C","Ua-11226","Terrestrial_macrofossils","NA"
"6970","7050","8670","140","9575","9431","10.169","7010","80","14C","Ua-11191","Terrestrial_macrofossils","NA"
"7130","7180","7660","230","8412","7977","9027","7155","50","14C","Ua-11227","Terrestrial_macrofossils","NA"
"7280","7330","7525","190","8352","7957","8696","7305","50","14C","Ua-11228","Terrestrial_macrofossils","NA"
"7740","7810","8880","100","10063","9560","10.222","7775","70","14C","LuA-4469","Terrestrial_macrofossils","NA"
"8110","8200","9520","130","11029","10425","11195","8155","90","14C","LuA-4470","Terrestrial_macrofossils","NA"
"8850","8920","8680","210","9586","9155","10235","8885","70","14C","LuA-4471","Terrestrial_macrofossils","NA"
"9170","9350","9490","140","10714","10287","11188","9260","180","14C","LuA-4472","Terrestrial_macrofossils","NA"
