"0","0",NA,NA,"-52","3","0","0","surface","NA","NA"
"130","120","845","40",NA,NA,"125","10","14C","TUa-3756","Macro"
"350","340","1185","45",NA,NA,"345","10","14C","TUa-3757","Macro"
"560","550","1645","45",NA,NA,"555","10","14C","TUa-3758","Macro"
"780","770","2035","45",NA,NA,"775","10","14C","TUa-3759","Macro"
"910","900","2250","45",NA,NA,"905","10","14C","TUa-3760","Macro"
"1010","1000","2540","45",NA,NA,"1005","10","14C","GrA-23092","Macro"
"1040","1030","2440","45",NA,NA,"1035","10","14C","TUa-3761","Macro"
"1080","1070","2750","50",NA,NA,"1075","10","14C","GrA-23093","Macro"
"1120","1110","2975","40",NA,NA,"1115","10","14C","GrA-23098","Macro"
"1140","1130","2865","40",NA,NA,"1135","10","14C","GrA-23089","Macro"
"1160","1150","2870","40",NA,NA,"1155","10","14C","GrA-23088","Macro"
"1180","1170","2985","40",NA,NA,"1175","10","14C","GrA-23097","Macro"
"1200","1190","2885","40",NA,NA,"1195","10","14C","GrA-23095","Macro"
"1210","200","2950","40",NA,NA,"705","1010","14C","GrA-23094","Macro"
"1220","1210","2905","40",NA,NA,"1215","10","14C","GrA-23087","Macro"
"1230","1220","2985","45",NA,NA,"1225","10","14C","GrA-23090","Macro"
"1240","1230","2905","45",NA,NA,"1235","10","14C","TUa-3762","Macro"
"1470","1460","3285","50",NA,NA,"1465","10","14C","TUa-3763","Macro"
"1590","1580","3320","45",NA,NA,"1585","10","14C","TUa-3764","Macro"
"1780","1770","3715","45",NA,NA,"1775","10","14C","TUa-3765","Macro"
"1880","1870","3635","45",NA,NA,"1875","10","14C","TUa-3766","Macro"
"2060","2050","3800","45",NA,NA,"2055","10","14C","TUa-3767","Macro"
"2190","2180","3950","70",NA,NA,"2185","10","14C","TUa-3768","Macro"
"2360","2350","3690","50",NA,NA,"2355","10","14C","TUa-3769","Macro"
"2480","2470","3835","50",NA,NA,"2475","10","14C","TUa-3770","Macro"
"2700","2690","4075","50",NA,NA,"2695","10","14C","TUa-3771","Macro"
"2860","2850","4440","50",NA,NA,"2855","10","14C","TUa-3772","Macro"
"3040","3030","4310","50",NA,NA,"3035","10","14C","TUa-3773","Macro"
"3210","3200","4715","50",NA,NA,"3205","10","14C","TUa-3774","Macro"
"3430","3420","4670","50",NA,NA,"3425","10","14C","TUa-3775","Macro"
"3630","3620","4880","50",NA,NA,"3625","10","14C","TUa-3776","Macro"
"3850","3840","5130","50",NA,NA,"3845","10","14C","TUa-3777","Macro"
"4060","4050","5110","50",NA,NA,"4055","10","14C","TUa-3173","Macro"
"4350","4340","5865","50",NA,NA,"4345","10","14C","T-18301","Macro"
