"925","2220","90","2243","14C_bulk","GSC-3637","gyttja"
"1925","3360","150","3612","14C_bulk","GSC-3667","gyttja"
"2625","4390","160","4933","14C_bulk","GSC-3651","gyttja"
"3475","5970","160","6829","14C_bulk","GSC-3624","gyttja"
"3865","9240","120","10221","14C_bulk","GSC-3496","gyttja"
"4365","11000","340","12923","14C_bulk","GSC-3536","gyttja"
