"40","30","1648","53","1261","1162","35","10","14C","AA-7809","NA","Mollusc","NA"
"120","110","1965","44","1557","1476","115","10","14C","AA-7810","NA","Mollusc","NA"
"830","820","3466","48","3411","3292","825","10","14C","AA-67417","NA","Dentalia","NA"
"1090","1080","4405","49","4647","4475","1085","10","14C","AA-67416","NA","Astarte_striata","NA"
"1360","1340","5435","41","5868","5755","1350","20","14C","AA-68075","NA","Dentalia","NA"
"1960","1950","7775","46","8300","8190","1955","10","14C","AA-68076","NA","Mollusc","NA"
"2040","2030","8319","64","8919","8768","2035","10","14C","AA-7811","NA","Mollusc","NA"
"3690","3670","9356","71","10279","9825","3680","20","14C","AA-7812","NA","Mollusc","NA"
"4770","4760","9430","70","10281","9861","4765","10","14C","AA-5490","NA","Leda_Pernula","NA"
"5000","5000","9000","80",NA,NA,"5000","0","tephra","NA","NA","Saksunarvatn_ash","NA"
"5770","5760","9670","70","10597","10267","5765","10","14C","AA-5491","NA","Thyasira_flecuosa_var._Sarsi","NA"
"6440","6430","9850","75","10809","10336","6435","10","14C","AA-5492","NA","Leda_Pernula","NA"
"8960","8950","10500","80","11890","11190","8955","10","14C","AA-5493","NA","Leda_Pernula","NA"
"11690","11680","11170","90","12902","12412","11685","10","14C","AA-5494","NA","Astarte_sp","NA"
"13410","13370","12080","90","13813","13415","13390","40","14C","AA-5495","NA","Macoma_Calcarea","NA"
"14260","14250","12478","96","13436","13829","14255","10","14C","AA-7813","NA","Mollusc","NA"
"16460","16450","12597","79","14276","13421","16455","10","14C","AA-7814","NA","Mollusc","NA"
"17050","17040","12714","86","14956","13438","17045","10","14C","AA-7815","NA","Mollusc","NA"
"21830","21820","13130","91","15416","13709","21825","10","14C","AA-7816","NA","Mollusc","NA"
"24350","24340","12061","77","13610","13411","24345","10","14C","AA-7817","x","Mollusc","Age_rejected_by_authors"
"27500","27490","13469","77","15513","14389","27495","10","14C","AA-7818","NA","Mollusc","NA"
"33300","33290","52291","4082",NA,NA,"33295","10","14C","AA-7819","x","Mollusc","Age_rejected_by_authors"
"36390","36380","51592","3814",NA,NA,"36385","10","14C","AA-7820","x","Mollusc","Age_rejected_by_authors"
"37100","37090","53436","4514",NA,NA,"37095","10","14C","AA-7821","x","Mollusc","Age_rejected_by_authors"
"37810","37800","33450","1750",NA,NA,"37805","10","14C","AA-7822","x","Mixed_benthics","Age_rejected_by_authors"
