2.5,0,-12.72,634
10,35,-11.9555,778
20,185,-10.9074,957
30,333,-12.4347,754
40,480,-10.3281,1080
50,628,-10.9213,1117
60,775,-13.471,526
70,923,-11.6615,899
80,1070,-11.6703,850
90,1218,-12.9052,810
100,1366,-10.6309,957
110,1513,-12.7267,845
120,1661,-12.2514,661
130,1808,-10.6345,952
140,1956,-11.9398,794
150,2103,-11.5488,913
160,2251,-11.7871,663
170,2398,-11.5033,833
180,2546,-12.8635,657
190,2694,-12.109,718
200,2841,-11.7752,1094
210,2989,-13.1395,729
220,3136,-12.4512,625
230,3284,-11.5198,846
240,3431,-12.8614,816
250,3579,-13.5112,582
260,3727,-11.491,723
270,3874,-11.978,687
280,4022,-12.1871,822
290,4169,-11.577,699
300,4317,-11.9328,883
310,4464,-13.9223,526
320,4612,-12.5385,688
330,4759,-10.8556,998
340,4907,-12.6532,885
350,5055,-13.2172,707
360,5202,-12.4384,607
370,5350,-12.1606,758
380,5497,-12.9995,706
390,5645,-12.5591,769
400,5792,-9.6365,955
410,5940,-13.1382,742
420,6087,-11.1179,650
430,6235,-12.6018,815
440,6383,-8.8657,1240
450,6530,-10.5921,1148
460,6680,-12.2988,895
470,6825,-12.5392,872
480,6973,-12.5458,696
490,7120,-11.6918,886
500,7268,-12.9445,639
510,7415,-12.8802,952
520,7563,-12.604,756
530,7711,-12.5468,454
540,7858,-10.7761,794
550,8006,-12.4026,855
560,8153,-10.703,905
570,8301,-11.2976,488
580,8448,-10.647,956
590,8596,-11.275,994
600,8744,-12.52,735
610,8891,-11.5129,1062
620,9039,-13.5254,1055
630,9186,-10.723,901
640,9334,-13.953,710
650,9481,-9.1241,1200
660,9629,-10.4897,920
670,9776,-11.504,251
680,9924,-14.6577,324
690,10071,-11.7108,394
700,10366,-11.7075,714
710,10514,-12.7366,283
