"0","0",NA,NA,"-46",NA,NA,"0","0","surface","NA","NA","Assumed_top_age_based_on_collection_year_(1996)"
"960","980","2050","60",NA,"2115","1930","970","20","14C_bulk","Beta-96599","Bulk_sediment","NA"
"1560","1560","3410","60",NA,"3715","3575","1560","0","14C","Beta-96600","Moss","NA"
"2460","2460","5040","60",NA,"5895","5665","2460","0","14C","Beta-96601","Moss","NA"
"2900","2900","6290","70",NA,"7270","7100","2900","0","14C_bulk","Beta-96602","Gyttja","NA"
"3240","3240","7000","50",NA,"7925","7755","3240","0","14C_bulk","UtC-6556","Gyttja","NA"
"3310","3310","7200","45",NA,"8050","7925","3310","0","14C_bulk","UtC-6557","Bulk_sediment","NA"
"3380","3380","7500","60",NA,"8375","8200","3380","0","14C","UtC-6558","Moss","NA"
"3430","3430","7675","50",NA,"8535","8405","3430","0","14C_bulk","UtC-6559","Gyttja","NA"
"3510","3510","8310","50",NA,"9465","9155","3510","0","14C_bulk","Beta-96603","Gyttja","NA"
"3560","3560","8400","70",NA,"9515","9305","3560","0","14C","UtC-6560","Moss","NA"
"3690","3690","9080","60",NA,"10240","10195","3690","0","14C_bulk","UtC-6561","Gyttja","NA"
"3850","3860","9300","60",NA,"10580","10295","3855","10","14C","Beta-96604","Moss","NA"
