NA,NA,"NA",NA,NA,NA,"-58","0","surface"
"39","-24.3","SS1381-02-3","294","37","294","383","64","14C_bulk"
"353","-29.5","SS1381-02-35","1153","37","1553","1455","58","14C_bulk"
"788","-29","SS1381-02-78","3036","37","3036","3257","61","14C_bulk"
"1292","-28","SS1381-02-129","5220","38","5220","5971","35","14C_bulk"
"1767","-24.3","SS1381-02B-60","7632","39","7632","8422","29","14C_bulk"
