"0",NA,NA,NA,"-37","3",NA,NA,"surface","surface_sample","NA","NA","Assumed_top_age_based_on_collection_year_(?_Assumed_1987_+/-3_(NM))"
"600","550","1590","50",NA,NA,"575","50","14C_bulk","Beta-20909","NA","Bulk_sediment","NA"
"1150","1100","2410","70",NA,NA,"1125","50","14C_bulk","Beta-26554","NA","Bulk_sediment","NA"
"1600","1550","3240","60",NA,NA,"1575","50","14C_bulk","Beta-20910","NA","Bulk_sediment","NA"
"2000","1950","3840","80",NA,NA,"1975","50","14C_bulk","Beta-26555","NA","Bulk_sediment","NA"
"2250","2200","4290","70",NA,NA,"2225","50","14C_bulk","Beta-26556","NA","Bulk_sediment","NA"
"2440","2390","5390","60",NA,NA,"2415","50","14C_bulk","Beta-20911","NA","Bulk_sediment","NA"
"2700","2650","6050","80",NA,NA,"2675","50","14C_bulk","Beta-26557","NA","Bulk_sediment","NA"
"2850","2800","6480","80",NA,NA,"2825","50","14C_bulk","Beta-26558","NA","Bulk_sediment","NA"
"2930","2880","6620","100",NA,NA,"2905","50","14C_bulk","Beta-20912","NA","Bulk_sediment","NA"
"3050","3000","6770","70",NA,NA,"3025","50","14C_bulk","Beta-26559","NA","Bulk_sediment","NA"
"3150","3100","6680","80",NA,NA,"3125","50","14C_bulk","Beta-20913","NA","Bulk_sediment","NA"
"3250","3200","8970","200",NA,NA,"3225","50","14C_bulk","Beta-26560","NA","Bulk_sediment","NA"
"3350","3300","7770","100",NA,NA,"3325","50","14C_bulk","Beta-20914","NA","Bulk_sediment","NA"
"3570","3530","7300","100",NA,NA,"3550","40","14C_bulk","Beta-20915","NA","Bulk_sediment","NA"
"3650","3600","8900","100",NA,NA,"3625","50","14C_bulk","Beta-20916","NA","Bulk_sediment","NA"
"3720","3680","9260","100",NA,NA,"3700","40","14C_bulk","Beta-20917","NA","Bulk_sediment","NA"
"3750","3720","9220","80",NA,NA,"3735","30","14C","TO-1538","NA","Terrestrial_macrofossils_(wood_fragments)","NA"
"3790","3750","9540","100",NA,NA,"3770","40","14C_bulk","Beta-20918","NA","Bulk_sediment","NA"
"3880","3820","11100","100",NA,NA,"3850","60","14C_bulk","Beta-20919","X","Bulk_sediment","Age_rejected_by_authors"
"3910","3880","9390","100",NA,NA,"3895","30","14C","TO-1539","NA","Terrestrial_macrofossils_(twigs)","NA"
