# 
#-----------------------------------------------------------------------
#                World Data Center for Paleoclimatology, Boulder 
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: http://www.ncdc.noaa.gov/paleo/study/18315
# Online_Resource: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/khider2011/khider2011.txt 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Paleoceanography
#--------------------
# Contribution_Date
#    Date: 2015-03-31 
#--------------------
# Title
#     Study_Name: Makassar Strait - Single specimens of P. obliquiloculata d18O and d13C from 704-1851 AD
#--------------------
# Investigators
#      Investigators: Khider, D.; Stott, L.D.; Emile-Geay, J.; Thunell, R.; Hammond D.E.
#--------------------
# Description_Notes_and_Keywords
#     Description: This dataset contains the d18O, d13C, and weights of single specimens of P. obliquiloculata used in the reconstruction of ENSO variability over the past 2,000 years"
#--------------------
# Publication
#     Authors:  Khider, D., L. Stott, J. Emile-Geay, R. Thunell, and D.E. Hammond
#     Published_Date: 2011-09-15
#     Published_Title:  Assessing El Nino Southern Oscillation variability during the past millennium
#     Journal_Name: Paleoceanography
#     Volume:  26
#     Report_Number:  PA3222
#     DOI: 10.1029/2011PA002139
#     Abstract:  We present a reconstruction of El Nino Southern Oscillation (ENSO) variability spanning the Medieval Climate Anomaly (MCA, A.D. 800-1300) and the Little Ice Age (LIA, A.D. 1500-1850). Changes in ENSO are estimated by comparing the spread and symmetry of d18O values of individual speciments of the thermocline-dwelling foraminifer Pulleniatina obliquiloculata extracted from discrete time horizons of a sediment core collected in the Sulawesi Sea, at the edge of the western tropical Pacific warm pool. The spread of individual d18O values is interpreted to be a measure of the strength of both phases of ENSO while the symmetry of the d18O distributions is used to evaluate the relative strength/frequency of El Nino and La Nina events. In contrast to previous studies, we use robust and resistant statistics to quantify the spread and symmetry of the d18O distributions; an approach motivated by the relatively small sample size and the presence of outliers. Furthermore, we use a pseudo-proxy to investigate the effects of the different paleo-environmental factors on the statistics of the d18O distributions, which could bias the paleo-ENSO reconstruction. We find no systematic difference in the magnitude/strength of ENSO during the Nothern Hemisphere MCA or LIA. However, our results suggest that ENSO during the MCA was kewed toward stronger/more frequent La Nina than El Nino, an observation consistent with the medieval megadroughts documented from sites in western North America.
#------------------
# Funding_Agency
#     Funding_Agency_Name:  National Science Foundation
#     Grant: ATM0902507, EAR1048577, and EAR0825325
#------------------
# Site_Information
#   Site_Name: MD98-2177
#   Location: Western Pacific Ocean
#   Northernmost_Latitude:  1.4
#   Southernmost_Latitude:  1.4
#   Easternmost_Longitude:  119.078
#   Westernmost_Longitude:  119.078
#   Elevation:   -968 
#------------------
# Data_Collection
#   Collection_Name:  MD98-2177 isotopes Khider11
#   Earliest_Year:  704
#   Most_Recent_Year: 1851 
#   Time_Unit:  years AD
#   Notes:
#------------------
# Chronology:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
#   Depth      	Mid-Depth of the interval (cm)
#   14C.raw  	Conventional Radiocarbon age, years before 1950
#   14C.raw_err	radiocrabon age, standard error
#   Labcode		sample identification used by 14C laboratory
#   Calib.14C   	Calibrated Age
#   Calib_14C_sigma 	1-sigma error on calibrated age
#   calib_method		Calibration method
#   reservoir 	Reservoir correction
#   Reservoir_err	Reservoir correction error
Depth   14C.raw 14C.raw_err     Labcode Calib.14C       Calib_14C_sigma calib_method    reservoir       Reservoir_err
0       580     45      CAMS-95299      98      51      CALIB6.0        74      70
12      395     90      OS-38302        >modern        N/A     CALIB6.0        74      70
50      1110    60      CAMS-1000234    600     69.5    CALIB6.0        74      70
94      1745    45      CAMS-100235     1220    82.5    CALIB6.0        74      70
109     1870    110     OS-38335        1366    135.5   CALIB6.0        74      70
130     2260    45      CAMS-100236     1782    100.5   CALIB6.0        74      70
#----------------
# Variables
#
# Data variables follow are preceded by "##" in columns one and two.
#
## depth_top	depth,top of sample,,cm,,,,,N
## depth_bottom	    depth,bottom of sample,,cm,,,,,N
## age_ADbot  age,bottom of sample ,, years AD,, ,,,N
## age_ADtop  age,top of sample ,, years AD,, ,,,N
## d13CcarbVPDB		delta 13C,calcium carbonate,, per mil VPDB,,paleoceanography,,,N
## d18OcarbVPDB		delta 18O,calcium carbonate,, per mil VPDB,,paleoceanography,,,N
## wgt-ind	weight,individuals analyzed,, micro-grams,,paleoceanography,,,N
#
#----------------
# Data
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NaN
depth_top	depth_bottom	age_ADbot	age_ADtop	d13CcarbVPDB	d18OcarbVPDB	wgt-ind
17	19	1681	1700	0.54	-1.834	28
17	19	1681	1700	0.797	-2.672	44
17	19	1681	1700	0.691	-2.586	28
17	19	1681	1700	0.83	-2.116	33
17	19	1681	1700	1.053	-2.01	22
17	19	1681	1700	0.637	-1.964	18
17	19	1681	1700	0.861	-1.961	21
17	19	1681	1700	0.908	-2.523	35
17	19	1681	1700	0.942	-2.072	31
17	19	1681	1700	1.142	-2.05	26
17	19	1681	1700	0.519	-2.515	23
17	19	1681	1700	0.93	-1.761	19
17	19	1681	1700	1.024	-1.778	18
17	19	1681	1700	1.157	-1.667	17
17	19	1681	1700	0.843	-2.241	12
17	19	1681	1700	1.046	-1.642	13
17	19	1681	1700	1.15	-1.824	27
17	19	1681	1700	0.923	-1.855	14
17	19	1681	1700	1.001	-1.492	22
17	19	1681	1700	0.711	-2.541	23
17	19	1681	1700	0.785	-2.642	22
17	19	1681	1700	0.907	-2.578	36
17	19	1681	1700	0.557	-2.667	26
17	19	1681	1700	0.974	-2.084	25
17	19	1681	1700	0.89	-1.876	12
17	19	1681	1700	0.706	-2.582	39
17	19	1681	1700	0.893	-2.453	33
17	19	1681	1700	0.868	-1.94	22
17	19	1681	1700	0.859	-2.288	20
17	19	1681	1700	0.457	-3.153	23
17	19	1681	1700	0.82	-2.307	25
17	19	1681	1700	0.919	-2.08	25
17	19	1681	1700	1.081	-2.318	25
17	19	1681	1700	0.998	-2.519	17
17	19	1681	1700	0.817	-2.187	20
17	19	1681	1700	0.681	-2.193	19
17	19	1681	1700	0.981	-2.015	27
17	19	1681	1700	0.935	-2.09	24
17	19	1681	1700	0.836	-2.312	22
17	19	1681	1700	0.717	-1.633	18
17	19	1681	1700	0.978	-2.308	32
17	19	1681	1700	0.596	-1.959	14
17	19	1681	1700	0.887	-2.296	30
17	19	1681	1700	0.833	-2	23
17	19	1681	1700	0.88	-2.086	24
17	19	1681	1700	0.91	-1.832	24
17	19	1681	1700	1.079	-1.962	44
17	19	1681	1700	0.841	-2.073	16
17	19	1681	1700	0.826	-2.397	24
17	19	1681	1700	0.899	-1.943	22
17	19	1681	1700	1.109	-1.117	20
17	19	1681	1700	0.79	-2.263	13
17	19	1681	1700	0.723	-1.866	19
17	19	1681	1700	0.764	-2.268	21
17	19	1681	1700	0.861	-2.346	28
17	19	1681	1700	0.821	-2.149	17
17	19	1681	1700	1.016	-1.664	24
17	19	1681	1700	0.873	-2.409	26
17	19	1681	1700	0.513	-2.287	15
17	19	1681	1700	0.762	-2.228	19
17	19	1681	1700	0.638	-2.351	21
17	19	1681	1700	1.049	-1.655	14
17	19	1681	1700	0.921	-1.975	13
17	19	1681	1700	0.663	-2.656	17
17	19	1681	1700	0.872	-2.009	20
17	19	1681	1700	0.564	-2.234	15
17	19	1681	1700	0.847	-2.339	17
17	19	1681	1700	0.839	-2.733	18
17	19	1681	1700	0.708	-2.537	18
17	19	1681	1700	0.688	-1.956	21
17	19	1681	1700	0.794	-1.63	14
17	19	1681	1700	0.813	-2.072	22
17	19	1681	1700	0.551	-2.616	13
17	19	1681	1700	0.593	-1.819	15
17	19	1681	1700	0.713	-2.376	15
17	19	1681	1700	1.119	-2.075	20
17	19	1681	1700	0.814	-2.195	23
23	25	1622	1642	0.998	-1.375	14
23	25	1622	1642	1.142	-2.064	24
23	25	1622	1642	0.805	-2.641	23
23	25	1622	1642	0.803	-2.506	23
23	25	1622	1642	0.898	-2.306	22
23	25	1622	1642	1.11	-2.027	28
23	25	1622	1642	0.932	-2.279	31
23	25	1622	1642	1.152	-2.472	34
23	25	1622	1642	1.115	-2.58	21
23	25	1622	1642	1.05	-2.23	34
23	25	1622	1642	0.783	-2.483	30
23	25	1622	1642	0.682	-2.03	12
23	25	1622	1642	0.927	-1.524	16
23	25	1622	1642	1.012	-1.666	28
23	25	1622	1642	1.144	-1.683	45
23	25	1622	1642	0.68	-2.525	17
23	25	1622	1642	1.036	-2.1	17
23	25	1622	1642	0.999	-2.106	20
23	25	1622	1642	0.794	-2.827	27
23	25	1622	1642	0.856	-2.546	33
23	25	1622	1642	1.148	-2.315	36
23	25	1622	1642	1.011	-1.962	31
23	25	1622	1642	0.878	-2.423	32
23	25	1622	1642	0.959	-2.2	15
23	25	1622	1642	0.816	-2.433	39
23	25	1622	1642	0.832	-2.077	13
23	25	1622	1642	1.036	-1.665	45
23	25	1622	1642	0.81	-1.855	21
23	25	1622	1642	0.829	-2.041	17
23	25	1622	1642	0.861	-2.375	26
23	25	1622	1642	0.592	-2.612	22
23	25	1622	1642	0.91	-1.889	21
23	25	1622	1642	0.207	-2.585	17
23	25	1622	1642	0.757	-2.275	13
23	25	1622	1642	0.768	-2.301	27
23	25	1622	1642	0.941	-2.385	35
23	25	1622	1642	0.997	-2.229	25
23	25	1622	1642	-0.083	-2.786	26
23	25	1622	1642	0.819	-2.517	11
23	25	1622	1642	0.943	-2.382	18
23	25	1622	1642	0.786	-2.029	25
23	25	1622	1642	0.358	-1.911	18
23	25	1622	1642	1.145	-1.8	23
23	25	1622	1642	0.632	-2.688	16
23	25	1622	1642	1	-2.787	15
23	25	1622	1642	0.807	-1.814	28
23	25	1622	1642	0.836	-2.301	21
23	25	1622	1642	0.977	-2.335	27
23	25	1622	1642	0.946	-2.49	17
23	25	1622	1642	1.013	-2.085	21
23	25	1622	1642	0.895	-2.389	27
23	25	1622	1642	0.8	-1.876	18
23	25	1622	1642	1.19	-2.091	17
23	25	1622	1642	0.692	-2.643	18
23	25	1622	1642	1.14	-0.958	17
23	25	1622	1642	0.724	-1.773	16
23	25	1622	1642	0.841	-2.052	16
23	25	1622	1642	0.896	-1.748	11
23	25	1622	1642	0.554	-2.569	12
23	25	1622	1642	0.613	-2.144	12
23	25	1622	1642	0.801	-1.414	13
23	25	1622	1642	0.996	-1.025	13
23	25	1622	1642	0.587	-2.161	12
23	25	1622	1642	0.939	-2.084	13
23	25	1622	1642	0.789	-2.378	20
35	37	1496	1518	0.77	-2.34	39
35	37	1496	1518	0.694	-2.676	30
35	37	1496	1518	1.067	-2.12	24
35	37	1496	1518	1.017	-2.046	35
35	37	1496	1518	0.973	-2.133	35
35	37	1496	1518	0.844	-2.343	29
35	37	1496	1518	1.091	-2.015	36
35	37	1496	1518	0.967	-1.832	32
35	37	1496	1518	0.916	-1.788	29
35	37	1496	1518	1.113	-1.607	33
35	37	1496	1518	1.007	-1.682	22
35	37	1496	1518	1.325	-1.433	22
35	37	1496	1518	0.768	-2.487	26
35	37	1496	1518	0.761	-2.288	18
35	37	1496	1518	0.844	-2.414	20
35	37	1496	1518	1.04	-2.081	42
35	37	1496	1518	1.137	-2.345	22
35	37	1496	1518	0.936	-1.653	30
35	37	1496	1518	0.868	-2.411	22
35	37	1496	1518	0.734	-2.463	30
35	37	1496	1518	0.671	-2.403	13
35	37	1496	1518	0.956	-2.322	14
35	37	1496	1518	1.104	-1.933	31
35	37	1496	1518	1.003	-1.546	22
35	37	1496	1518	0.816	-2.179	21
35	37	1496	1518	0.646	-2.275	32
35	37	1496	1518	1.224	-2.113	22
35	37	1496	1518	0.15	-2.394	19
35	37	1496	1518	-0.239	-2.023	32
35	37	1496	1518	0.751	-2.431	23
35	37	1496	1518	0.876	-2.421	26
35	37	1496	1518	0.81	-2.393	23
35	37	1496	1518	0.68	-2.176	28
35	37	1496	1518	0.657	-2.459	35
35	37	1496	1518	1.024	-2.091	36
35	37	1496	1518	0.78	-2.124	34
35	37	1496	1518	1.174	-1.523	32
35	37	1496	1518	0.364	-2.357	26
35	37	1496	1518	0.84	-1.832	30
35	37	1496	1518	0.927	-1.744	26
35	37	1496	1518	0.757	-2.343	30
35	37	1496	1518	0.593	-2.733	27
35	37	1496	1518	0.868	-1.878	34
35	37	1496	1518	0.939	-2.044	31
35	37	1496	1518	0.804	-1.97	28
35	37	1496	1518	0.924	-2.024	23
35	37	1496	1518	0.851	-1.88	32
35	37	1496	1518	0.805	-2.289	30
35	37	1496	1518	0.783	-2.187	27
35	37	1496	1518	0.808	-1.76	24
35	37	1496	1518	0.828	-2.101	23
35	37	1496	1518	0.478	-1.971	24
35	37	1496	1518	0.84	-2.203	27
35	37	1496	1518	0.851	-2.275	29
35	37	1496	1518	1.194	-1.743	22
35	37	1496	1518	0.797	-2.25	17
35	37	1496	1518	0.683	-2.344	23
35	37	1496	1518	0.678	-2.512	18
35	37	1496	1518	0.834	-1.944	19
35	37	1496	1518	0.918	-2.432	20
35	37	1496	1518	1.1	-1.611	20
35	37	1496	1518	0.847	-2.009	16
35	37	1496	1518	0.626	-2.129	19
35	37	1496	1518	0.884	-1.94	30
35	37	1496	1518	0.863	-1.764	19
35	37	1496	1518	0.767	-2.443	28
35	37	1496	1518	0.96	-2.289	16
35	37	1496	1518	0.665	-2.116	24
35	37	1496	1518	1.039	-1.797	17
35	37	1496	1518	0.791	-1.89	17
35	37	1496	1518	0.884	-1.679	22
35	37	1496	1518	0.965	-2.24	23
35	37	1496	1518	0.974	-2.471	20
35	37	1496	1518	0.628	-2.623	23
35	37	1496	1518	1.01	-1.677	24
35	37	1496	1518	0.542	-2.606	34
40	41	1452	1464	NaN	-2.05	26
40	41	1452	1464	NaN	-2.011	13
40	41	1452	1464	NaN	-2.537	25
40	41	1452	1464	NaN	-2.526	15
40	41	1452	1464	NaN	-2.076	16
40	41	1452	1464	NaN	-2.472	22
40	41	1452	1464	NaN	-1.994	17
40	41	1452	1464	NaN	-2.438	30
40	41	1452	1464	NaN	-2.058	22
40	41	1452	1464	NaN	-2.337	27
40	41	1452	1464	NaN	-1.236	44
40	41	1452	1464	NaN	-2.108	25
40	41	1452	1464	0.952	-1.615	18
40	41	1452	1464	0.685	-2.111	33
40	41	1452	1464	0.472	-2.406	18
40	41	1452	1464	0.916	-2.373	38
40	41	1452	1464	0.909	-1.957	33
40	41	1452	1464	0.812	-1.853	17
40	41	1452	1464	0.787	-2.509	37
40	41	1452	1464	0.33	-2.372	29
40	41	1452	1464	0.926	-1.086	14
40	41	1452	1464	0.735	-2.117	19
40	41	1452	1464	0.579	-1.766	24
40	41	1452	1464	0.733	-2.26	32
40	41	1452	1464	0.499	-2.375	27
40	41	1452	1464	0.788	-2.044	13
40	41	1452	1464	0.627	-2.225	19
40	41	1452	1464	0.894	-2.297	16
40	41	1452	1464	0.76	-2.039	15
40	41	1452	1464	0.79	-1.768	14
40	41	1452	1464	0.363	-1.702	15
40	41	1452	1464	0.574	-1.45	50
40	41	1452	1464	0.149	-2.237	14
40	41	1452	1464	0.777	-2.275	16
40	41	1452	1464	0.749	-2.041	38
40	41	1452	1464	0.994	-2.006	15
40	41	1452	1464	0.804	-2.394	19
40	41	1452	1464	1.186	-1.912	18
40	41	1452	1464	0.738	-1.863	15
40	41	1452	1464	0.814	-1.851	25
40	41	1452	1464	0.705	-1.96	18
40	41	1452	1464	0.742	-2.108	22
40	41	1452	1464	0.929	-1.862	13
40	41	1452	1464	0.909	-1.148	13
40	41	1452	1464	0.913	-1.953	32
40	41	1452	1464	0.77	-1.828	21
40	41	1452	1464	0.79	-2.066	18
40	41	1452	1464	1.099	-1.717	31
40	41	1452	1464	0.725	-2.046	36
40	41	1452	1464	0.879	-1.911	15
40	41	1452	1464	0.815	-2.069	17
40	41	1452	1464	0.618	-2.135	14
40	41	1452	1464	0.575	-2.069	12
40	41	1452	1464	0.834	-1.43	18
40	41	1452	1464	0.933	-1.739	14
40	41	1452	1464	0.634	-2.427	20
40	41	1452	1464	0.72	-2.153	16
40	41	1452	1464	0.967	-2.042	16
40	41	1452	1464	0.567	-2.642	18
40	41	1452	1464	0.83	-2.243	35
40	41	1452	1464	0.788	-1.594	15
40	41	1452	1464	0.937	-1.663	21
40	41	1452	1464	0.684	-2.02	22
40	41	1452	1464	1.111	-1.235	16
40	41	1452	1464	0.331	-2.293	16
40	41	1452	1464	0.719	-2.674	18
40	41	1452	1464	0.861	-1.818	21
40	41	1452	1464	0.844	-1.606	16
40	41	1452	1464	0.852	-1.355	13
40	41	1452	1464	0.445	-1.997	13
40	41	1452	1464	0.691	-2.472	22
40	41	1452	1464	0.966	-2.438	27
44	45	1407	1419	NaN	-2.246	27
44	45	1407	1419	NaN	-2.208	35
44	45	1407	1419	NaN	-2.265	21
44	45	1407	1419	NaN	-1.86	30
44	45	1407	1419	NaN	-2.241	33
44	45	1407	1419	NaN	-1.602	34
44	45	1407	1419	NaN	-2.518	28
44	45	1407	1419	NaN	-2.111	26
44	45	1407	1419	NaN	-2.081	33
44	45	1407	1419	NaN	-2.192	33
44	45	1407	1419	NaN	-2.124	15
44	45	1407	1419	NaN	-2.111	23
44	45	1407	1419	0.29	-2.201	22
44	45	1407	1419	0.535	-2.393	37
44	45	1407	1419	0.886	-1.877	25
44	45	1407	1419	0.884	-2.066	25
44	45	1407	1419	0.804	-2.021	25
44	45	1407	1419	0.968	-1.856	32
44	45	1407	1419	0.77	-1.283	14
44	45	1407	1419	0.933	-1.815	48
44	45	1407	1419	0.69	-1.74	33
44	45	1407	1419	0.782	-1.413	14
44	45	1407	1419	0.654	-2.221	23
44	45	1407	1419	1.141	-1.818	31
44	45	1407	1419	0.929	-1.665	21
44	45	1407	1419	0.81	-2.269	21
44	45	1407	1419	0.59	-2.233	43
44	45	1407	1419	0.894	-1.655	24
44	45	1407	1419	0.871	-1.981	21
44	45	1407	1419	0.651	-2.334	24
44	45	1407	1419	0.954	-2.063	29
44	45	1407	1419	0.849	-1.613	15
44	45	1407	1419	0.794	-1.999	15
44	45	1407	1419	0.893	-2.03	39
44	45	1407	1419	0.803	-2.423	43
44	45	1407	1419	0.495	-2.344	44
44	45	1407	1419	0.251	-2.423	17
44	45	1407	1419	0.965	-1.11	19
44	45	1407	1419	1.062	-1.034	15
44	45	1407	1419	0.654	-2.348	23
44	45	1407	1419	0.911	-2.011	24
44	45	1407	1419	0.976	-0.814	19
44	45	1407	1419	0.652	-1.858	25
44	45	1407	1419	0.252	-2.064	18
44	45	1407	1419	0.817	-1.395	17
44	45	1407	1419	0.875	-1.648	17
44	45	1407	1419	0.983	-1.403	22
44	45	1407	1419	0.651	-2.51	27
44	45	1407	1419	0.597	-2.406	18
44	45	1407	1419	0.58	-2.526	15
44	45	1407	1419	0.708	-2.068	17
44	45	1407	1419	0.828	-2.325	16
44	45	1407	1419	0.581	-2.67	18
44	45	1407	1419	0.85	-1.964	34
44	45	1407	1419	0.767	-1.784	25
44	45	1407	1419	0.769	-1.953	20
44	45	1407	1419	0.567	-2.306	27
44	45	1407	1419	0.677	-1.966	16
44	45	1407	1419	0.662	-1.477	18
44	45	1407	1419	0.633	-2.775	38
44	45	1407	1419	-0.405	-3.78	21
44	45	1407	1419	0.838	-1.833	23
44	45	1407	1419	0.818	-1.872	20
44	45	1407	1419	0.609	-1.754	12
44	45	1407	1419	0.97	-1.514	27
44	45	1407	1419	1.047	-1.092	18
44	45	1407	1419	0.424	-1.719	16
44	45	1407	1419	0.749	-1.744	13
44	45	1407	1419	0.727	-2.079	29
44	45	1407	1419	0.879	-2.063	25
44	45	1407	1419	0.787	-2.263	22
44	45	1407	1419	0.511	-2.679	50
50	51	1337	1349	NaN	-2.064	25
50	51	1337	1349	NaN	-1.686	31
50	51	1337	1349	NaN	-2.418	24
50	51	1337	1349	NaN	-2.128	38
50	51	1337	1349	NaN	-2.263	26
50	51	1337	1349	NaN	-1.378	19
50	51	1337	1349	NaN	-2.166	27
50	51	1337	1349	NaN	-1.661	22
50	51	1337	1349	NaN	-1.282	25
50	51	1337	1349	0.926	-1.901	22
50	51	1337	1349	0.948	-2.031	31
50	51	1337	1349	0.589	-2.056	20
50	51	1337	1349	0.724	-1.81	34
50	51	1337	1349	0.868	-2.144	22
50	51	1337	1349	0.907	-1.91	33
50	51	1337	1349	0.666	-2.127	23
50	51	1337	1349	0.881	-2.048	35
50	51	1337	1349	0.895	-1.98	33
50	51	1337	1349	0.581	-2.472	23
50	51	1337	1349	0.557	-2.278	22
50	51	1337	1349	0.976	-1.974	28
50	51	1337	1349	0.641	-2.406	30
50	51	1337	1349	0.924	-1.247	20
50	51	1337	1349	0.659	-2.187	20
50	51	1337	1349	0.927	-1.645	16
50	51	1337	1349	0.708	-2.1	23
50	51	1337	1349	0.501	-2.944	28
50	51	1337	1349	0.702	-1.827	16
50	51	1337	1349	0.825	-2.061	19
50	51	1337	1349	0.768	-2.848	18
50	51	1337	1349	0.329	-1.654	13
50	51	1337	1349	0.908	-2.2	32
50	51	1337	1349	0.588	-2.274	31
50	51	1337	1349	0.859	-1.9	21
50	51	1337	1349	0.563	-2.05	21
50	51	1337	1349	0.813	-2.133	21
50	51	1337	1349	0.988	-1.714	17
50	51	1337	1349	0.684	-2.085	25
50	51	1337	1349	0.848	-1.974	18
50	51	1337	1349	0.799	-2.315	29
50	51	1337	1349	0.546	-2.203	24
50	51	1337	1349	0.807	-1.94	25
50	51	1337	1349	0.803	-2.049	26
50	51	1337	1349	0.826	-2.331	30
50	51	1337	1349	0.854	-1.862	43
50	51	1337	1349	0.799	-2.235	21
50	51	1337	1349	0.716	-2.299	25
50	51	1337	1349	1.039	-1.714	21
50	51	1337	1349	0.952	-1.757	24
50	51	1337	1349	0.742	-2.274	26
50	51	1337	1349	0.636	-2.297	24
50	51	1337	1349	0.756	-1.572	18
50	51	1337	1349	0.383	-2.746	23
50	51	1337	1349	1.06	-1.506	24
50	51	1337	1349	-0.524	-2.007	18
50	51	1337	1349	0.981	-1.619	19
50	51	1337	1349	0.75	-2.56	28
50	51	1337	1349	0.675	-2.301	16
50	51	1337	1349	0.751	-2.393	25
50	51	1337	1349	0.756	-2.131	31
50	51	1337	1349	0.807	-2.067	28
50	51	1337	1349	0.732	-2.295	13
50	51	1337	1349	0.93	-2.583	30
50	51	1337	1349	0.688	-2.505	22
50	51	1337	1349	0.747	-2.556	34
50	51	1337	1349	0.868	-2.314	15
50	51	1337	1349	0.975	-1.541	20
50	51	1337	1349	0.837	-2.59	28
50	51	1337	1349	0.761	-2.508	30
54	55	1290	1302	NaN	-1.779	25
54	55	1290	1302	NaN	-2.128	22
54	55	1290	1302	NaN	-1.38	38
54	55	1290	1302	NaN	-2.473	20
54	55	1290	1302	NaN	-1.378	22
54	55	1290	1302	NaN	-1.816	21
54	55	1290	1302	NaN	-2.226	27
54	55	1290	1302	NaN	-2.478	33
54	55	1290	1302	NaN	-2.688	20
54	55	1290	1302	NaN	-1.513	23
54	55	1290	1302	NaN	-2.158	14
54	55	1290	1302	NaN	-2.411	20
54	55	1290	1302	0.599	-2.387	27
54	55	1290	1302	0.678	-2.204	25
54	55	1290	1302	0.673	-2.239	21
54	55	1290	1302	0.979	-1.467	27
54	55	1290	1302	0.627	-2.532	48
54	55	1290	1302	0.782	-2.103	23
54	55	1290	1302	0.93	-2.177	37
54	55	1290	1302	0.525	-2.085	23
54	55	1290	1302	0.654	-2.648	19
54	55	1290	1302	0.539	-2.379	30
54	55	1290	1302	1.035	-2.141	40
54	55	1290	1302	0.666	-2.047	29
54	55	1290	1302	0.859	-1.819	16
54	55	1290	1302	0.922	-1.412	16
54	55	1290	1302	0.543	-2.116	18
54	55	1290	1302	1.019	-2.051	17
54	55	1290	1302	0.883	-1.836	23
54	55	1290	1302	0.635	-1.35	12
54	55	1290	1302	0.734	-1.857	23
54	55	1290	1302	0.651	-1.892	21
54	55	1290	1302	0.352	-2.648	30
54	55	1290	1302	0.672	-2.218	26
54	55	1290	1302	0.717	-1.914	16
54	55	1290	1302	0.852	-2.315	31
54	55	1290	1302	0.835	-2.451	16
54	55	1290	1302	0.788	-1.816	22
54	55	1290	1302	0.766	-2.337	19
54	55	1290	1302	0.751	-1.928	24
54	55	1290	1302	0.806	-1.655	19
54	55	1290	1302	1.007	-1.772	15
54	55	1290	1302	0.559	-2.612	29
54	55	1290	1302	0.927	-1.306	17
54	55	1290	1302	1.122	-1.36	19
54	55	1290	1302	0.641	-0.893	26
54	55	1290	1302	0.729	-1.951	28
54	55	1290	1302	0.768	-2.288	36
54	55	1290	1302	0.875	-1.707	38
54	55	1290	1302	0.672	-1.867	15
54	55	1290	1302	0.723	-2.146	23
54	55	1290	1302	0.506	-2.432	28
54	55	1290	1302	0.422	-2.635	18
54	55	1290	1302	0.996	-1.845	39
54	55	1290	1302	0.663	-2.056	23
54	55	1290	1302	0.91	-1.736	21
54	55	1290	1302	1.073	-2.158	23
54	55	1290	1302	0.657	-2.286	23
54	55	1290	1302	0.73	-2.363	32
54	55	1290	1302	0.418	-2.71	25
58	60	1240	1265	0.764	-2.081	34
58	60	1240	1265	0.761	-2.106	47
58	60	1240	1265	0.907	-2.123	34
58	60	1240	1265	0.873	-1.358	44
58	60	1240	1265	0.909	-1.732	27
58	60	1240	1265	0.682	-2.269	32
58	60	1240	1265	0.679	-2.13	34
58	60	1240	1265	0.768	-2.053	22
58	60	1240	1265	0.793	-2.137	31
58	60	1240	1265	1.181	-1.067	42
58	60	1240	1265	0.931	-2.154	26
58	60	1240	1265	0.913	-1.948	52
58	60	1240	1265	0.962	-1.689	19
58	60	1240	1265	0.699	-2.545	28
58	60	1240	1265	0.95	-1.41	19
58	60	1240	1265	0.908	-1.966	45
58	60	1240	1265	1.04	-2.213	29
58	60	1240	1265	0.746	-2.12	21
58	60	1240	1265	0.603	-2.096	18
58	60	1240	1265	0.994	-1.991	19
58	60	1240	1265	0.749	-2.063	17
58	60	1240	1265	0.856	-2.098	18
58	60	1240	1265	0.834	-1.925	25
58	60	1240	1265	0.959	-2.038	26
58	60	1240	1265	0.511	-2.023	18
58	60	1240	1265	0.824	-1.283	15
58	60	1240	1265	0.826	-1.982	19
58	60	1240	1265	0.705	-2.358	14
58	60	1240	1265	0.896	-2.16	35
58	60	1240	1265	0.493	-2.666	18
58	60	1240	1265	1.06	-1.007	18
58	60	1240	1265	0.803	-2.099	18
58	60	1240	1265	0.801	-1.316	16
58	60	1240	1265	0.695	-2.538	25
58	60	1240	1265	0.938	-2.336	24
58	60	1240	1265	0.972	-1.191	19
58	60	1240	1265	0.745	-1.65	31
58	60	1240	1265	0.933	-2.108	29
58	60	1240	1265	0.73	-2.488	18
58	60	1240	1265	0.876	-1.48	20
58	60	1240	1265	0.705	-2.14	27
58	60	1240	1265	1.097	-2.138	42
58	60	1240	1265	0.918	-2.151	25
58	60	1240	1265	1.041	-1.51	23
58	60	1240	1265	0.883	-2.023	25
58	60	1240	1265	0.788	-1.807	26
58	60	1240	1265	0.81	-2.194	24
58	60	1240	1265	0.795	-2.19	31
58	60	1240	1265	0.973	-1.657	26
58	60	1240	1265	0.799	-2.017	22
58	60	1240	1265	0.879	-1.937	20
58	60	1240	1265	0.824	-1.736	22
58	60	1240	1265	0.804	-2.246	16
58	60	1240	1265	0.721	-2.005	20
58	60	1240	1265	1.046	-1.35	21
58	60	1240	1265	0.921	-2.06	22
58	60	1240	1265	0.687	-2.424	15
58	60	1240	1265	0.691	-2.548	26
58	60	1240	1265	0.87	-2.022	23
58	60	1240	1265	0.964	-2.291	32
58	60	1240	1265	0.499	-1.813	17
58	60	1240	1265	0.826	-1.496	11
