"0","0","-37","5","0","0","surface","NA","NA","Assumed_top_age_based_on_collection_year_(1987)"
"400","350","1760","90","375","50","14C","Beta-49705","organic_sediment","NA"
"850","800","4200","80","825","50","14C","Beta-53129","organic_sediment_and_moss","NA"
"1300","1250","5460","90","1275","50","14C","Beta-53130","organic_sediment_and_moss","NA"
"1600","1550","7040","120","1575","50","14C","Beta-49708","organic_sediment","NA"
