NA,"0","0",NA,NA,"-56","0","0","surface","NA","NA"
"29497","100","110","190","140","175","105","10","14C","TPF","Surface_from_companion_surface_core"
"29498","100","110","120","130","110","105","10","14C","APFTPF","NA"
"29499","815","820","810","40","715","817.5","5","14C","TPF","NA"
"33138","1350","1370","1465","40","1350","1360","20","14C","<120_Î¼m","NA"
"29500","1770","1780","1975","50","1920","1775","10","14C","TPF","NA"
"31584","1770","1780","1990","50","1940","1775","10","14C","<120_Î¼m","NA"
"29501","2360","2365","2480","120","2585","2362.5","5","14C","WS","NA"
"33139","2990","3010","3395","60","3645","3000","20","14C","<120_Î¼m","NA"
"33140","3290","3310","3485","110","3760","3300","20","14C","<120_Î¼m","NA"
"31585","3630","3650","4360","90","4920","3640","20","14C","<120_Î¼m","NA"
"33141","4350","4400","6875","40","7695","4375","50","14C","WS","NA"
