"170","770","1355","30","1280","14C","Core_I","Poz-9279"
"520","1120","2345","35","2350","14C","Core_I","Poz-9349"
"840","1440","3250","35","3420","14C","Core_I","Poz-9348"
"1120","1720","3520","35","3760","14C","Core_I","Poz-9280"
"1830","2430","4450","35","5220","14C","Core_I","Poz-9281"
"2390","2990","5080","40","5790","14C","Core_I","Poz-9350"
"3030","3630","6280","40","7220","14C","Core_I","Poz-9282"
"3140","3740","6410","40","7340","14C","Core_I","Poz-9283"
"3360","3960","6960","40","7760","14C","Core_I","Poz-9284"
"4040","4640","8940","50","10000","14C","Core_I","Poz-9285"
"4080","4680","9220","50","10370","14C","Core_I","Poz-9286"
"1060","1060","2160","35","2140","14C","Core_II","Poz-2008"
"1620","1620","3420","40","3680","14C","Core_II","Poz-2009"
"2240","2240","4245","35","4840","14C","Core_II","Poz-2010"
