"25","675","30","360","277","14C","C5734","Astarte_sp.","NA","NA"
"340","693","38","385","290","14C","AA40050","Colus_turgidulus","NA","NA"
"1015","1267","44","875","761","14C","AA49380","mixed_forams","NA","NA"
"1500","1627","46","1250","1146","14C","AA49381","bivalve","NA","NA"
"3680","3451","39","3381","3280","14C","AA49382","bivalve","NA","NA"
"5640","4899","55","5299","5125","14C","AA40051","scaphopod","NA","NA"
"7710","6115","65","6626","6467","14C","AA40052","shell_fragments","NA","NA"
"10730","8000","300","8883","8170","14C","AA40053","Nuculana_buccata","NA","NA"
"12980","8609","67","9385","9189","14C","AA40044","Nuculana_pernula","NA","NA"
"13930","8877","62","9595","9466","14C","AA43351","Nuculana_pernula","NA","NA"
"14320","8999","61","9755","9552","14C","AA43352","Bathyarca_glacialis","NA","NA"
"15160","9108","65","9999","9716","14C","AA43353","Nuculana_buccata","NA","NA"
"18070","9514","81","10466","10273","14C","AA43354","Nuculana_buccata","NA","NA"
"19080","9747","76","10692","10519","14C","AA43355","Nuculana_buccata","NA","NA"
"20060","9803","64","10751","10567","14C","AA43356","Nuculana_buccata","NA","NA"
"21400","10034","69","11143","10921","14C","AA43357","Nuculana_buccata","NA","NA"
"23420","10293","77","11375","11180","14C","AA43358","Nuculana_buccata","NA","NA"
"24360","10442","82","11706","11345","14C","AA43359","Nuculana_pernula","NA","NA"
"25420","10480","110","11851","11365","14C","AA61216","benthic_forams","NA","NA"
"26360","11125","80","12835","12707","14C","AA36608","benthic_forams","Age_rejected_by_authors","x"
