"0","0",NA,NA,"-48","-44","-52","0","0","surface","NA","NA"
"6340","6335","1760","85",NA,"1760","1560","6337.5","5","14C","Tua-1225A","bulk"
"6580","6575","2375","80",NA,"2470","2330","6577.5","5","14C","Tua-1226A","bulk"
"6800","6795","3010","80",NA,"3315","3060","6797.5","5","14C","Tua-1227A","bulk"
"7060","7055","4205","95",NA,"4860","4570","7057.5","5","14C","Tua-1228A","bulk"
"7300","7295","5020","80",NA,"5890","5665","7297.5","5","14C","Tua-1229A","bulk"
"7500","7495","5560","80",NA,"6430","6290","7497.5","5","14C","Tua-1230A","bulk"
"7820","7815","6835","105",NA,"7710","7550","7817.5","5","14C","Tua-1231A","bulk"
"8020","8015","7470","100",NA,"8350","8130","8017.5","5","14C","Tua-1232A","bulk"
"8360","8355","9065","120",NA,"10270","9950","8357.5","5","14C","Tua-1233A","bulk"
"8500","8460","9075","100",NA,"10290","9895","8480","40","14C","Tua-1234A","bulk"
