10,175,99,-158,86,13
20,183,93,-121,84,13
30,191,88,-83,82,12
40,198,83,-47,80,16
50,206,78,-10,77,13
60,214,74,27,75,17
70,222,70,63,73,NA
80,230,67,99,71,NA
90,238,65,136,69,NA
100,245,63,172,67,NA
110,253,63,207,65,18
120,261,63,243,63,24
130,269,65,279,61,25
140,277,67,314,60,20
150,284,70,349,58,20
160,292,73,385,56,17
170,300,78,420,54,27
180,315,70,455,53,19
190,336,55,489,51,31
200,357,48,524,50,32
210,378,53,559,48,34
220,409,59,593,47,33
230,448,56,628,45,30
240,487,53,662,44,32
250,526,51,696,43,29
260,566,49,730,41,30
270,605,47,764,40,30
280,644,46,798,39,32
290,683,45,832,38,30
300,723,45,865,37,31
310,762,45,899,36,33
320,801,45,932,35,25
330,840,46,965,34,24
340,880,48,999,34,35
350,919,49,1032,33,34
360,958,51,1064,32,34
370,997,54,1097,32,28
380,1037,56,1130,31,28
390,1076,59,1162,31,27
400,1115,62,1194,30,26
410,1154,65,1226,30,25
420,1192,65,1258,30,28
430,1229,61,1290,30,24
440,1265,58,1322,29,33
450,1301,55,1353,29,35
460,1338,52,1385,29,45
470,1374,50,1416,29,44
480,1411,48,1447,29,16
490,1447,47,1478,29,19
500,1484,47,1508,29,19
510,1520,47,1539,30,26
520,1556,48,1569,30,38
530,1593,50,1600,30,36
540,1629,52,1630,30,19
550,1666,54,1659,30,21
560,1702,57,1689,31,23
570,1738,60,1719,31,20
580,1775,64,1748,31,18
590,1805,64,1777,31,22
600,1830,60,1806,32,34
610,1855,57,1835,32,46
620,1880,54,1864,32,40
630,1904,52,1892,33,42
640,1929,50,1920,33,36
650,1954,49,1948,33,29
660,1979,48,1976,34,42
670,2004,48,2004,34,37
680,2028,48,2031,34,37
690,2053,50,2059,35,39
700,2078,51,2086,35,26
710,2103,54,2112,35,42
720,2127,56,2139,35,24
730,2152,60,2166,36,25
740,2177,63,2192,36,20
750,2202,67,2218,36,21
760,2222,66,2244,37,36
770,2239,60,2269,37,43
780,2256,56,2295,37,47
790,2273,55,2321,37,52
800,2290,56,2347,37,49
810,2307,60,2372,37,51
820,2323,65,2398,37,31
830,2340,73,2424,38,31
840,2357,81,2449,38,31
850,2374,90,2474,38,39
860,2410,74,2500,38,35
870,2447,69,2525,38,27
880,2483,77,2550,38,20
890,2520,96,2574,38,23
900,2554,104,2599,38,21
910,2587,97,2623,38,49
920,2620,91,2647,38,55
930,2652,85,2671,38,54
940,2685,80,2695,38,50
950,2718,75,2718,38,41
960,2750,71,2742,38,53
970,2783,68,2764,38,52
980,2816,66,2787,37,34
990,2849,64,2809,37,49
1000,2881,64,2831,37,33
1010,2914,65,2853,37,23
1020,2947,67,2874,37,17
1030,2979,70,2895,37,19
1040,3012,73,2915,37,19
1050,3045,78,2935,37,23
1060,3073,75,2955,37,55
1070,3097,66,2973,36,45
1080,3122,59,2991,36,58
1090,3146,53,3008,36,57
1100,3170,51,3025,35,61
1110,3194,51,3040,35,35
1120,3219,55,3056,34,36
1130,3243,61,3070,34,34
1140,3258,64,3084,33,34
1150,3263,61,3098,32,31
1160,3268,58,3111,32,24
1170,3273,56,3123,31,18
1180,3278,53,3136,30,16
1190,3283,51,3148,30,45
1200,3288,48,3159,29,39
1210,3293,46,3171,28,21
1220,3298,44,3183,28,17
1230,3303,42,3194,27,17
1240,3308,41,3205,27,16
1250,3313,39,3217,26,15
1260,3318,38,3228,26,15
1270,3323,37,3239,26,14
1280,3328,37,3251,25,17
1290,3333,36,3263,25,17
1300,3338,37,3275,25,19
1310,3343,37,3287,25,18
1320,3348,38,3300,25,15
1330,3353,39,3313,25,14
1340,3358,40,3326,24,21
1350,3363,41,3340,24,14
1360,3368,43,3355,24,15
1370,3374,42,3370,24,13
1380,3381,38,3384,24,18
1390,3387,35,3398,24,38
1400,3394,33,3410,24,13
1410,3400,32,3422,24,14
1420,3407,33,3434,24,13
1430,3413,35,3444,24,13
1440,3420,38,3455,24,11
1450,3426,41,3464,24,13
1460,3433,46,3474,24,13
1470,3443,47,3482,24,14
1480,3456,44,3491,24,17
1490,3469,42,3499,24,17
1500,3483,40,3507,24,13
1510,3496,39,3514,25,15
1520,3509,39,3522,25,17
1530,3523,39,3529,25,18
1540,3536,40,3536,26,17
1550,3549,42,3544,26,19
1560,3562,44,3551,26,16
1570,3576,47,3558,27,14
1580,3589,50,3566,27,14
1590,3602,53,3573,28,13
1600,3616,57,3581,28,16
1610,3629,61,3589,29,15
1620,3642,65,3598,30,17
1630,3653,64,3606,30,14
1640,3661,60,3615,31,16
1650,3670,55,3625,31,37
1660,3678,52,3635,32,40
1670,3686,49,3646,32,50
1680,3695,46,3657,33,48
1690,3703,45,3669,33,48
1700,3711,45,3682,34,54
1710,3720,46,3695,34,41
1720,3728,48,3709,35,21
1730,3736,51,3724,35,27
1740,3745,55,3740,35,24
1750,3753,59,3757,36,23
1760,3772,57,3774,36,21
1770,3802,51,3792,36,55
1780,3833,47,3810,36,36
1790,3863,48,3828,36,26
1800,3893,53,3846,37,17
1810,3924,60,3865,37,14
1820,3954,70,3883,37,14
1830,3979,73,3902,37,13
1840,3998,69,3921,37,15
1850,4017,65,3940,38,38
1860,4036,62,3959,38,25
1870,4055,59,3979,38,53
1880,4074,57,3999,38,39
1890,4093,55,4020,39,33
1900,4112,54,4040,39,54
1910,4131,54,4062,40,42
1920,4151,54,4083,40,37
1930,4170,55,4105,41,47
1940,4189,56,4128,41,56
1950,4208,58,4151,41,57
1960,4227,61,4175,42,56
1970,4246,64,4199,42,54
1980,4265,67,4224,43,52
1990,4284,71,4249,43,58
2000,4303,75,4275,44,61
2010,4327,72,4302,44,38
2020,4354,67,4329,44,26
