"1080","2340","60","2340","14C","TO-2379","wood_fragments"
"2400","4430","70","5020","14C","TO-2378","wood_fragments"
"3190","5600","70","6360","14C","TO-2377","wood_fragments"
"3950","8740","80","9770","14C","TO-2376","wood_fragments"
"4060","10230","150","12030","14C","TO_2375","wood_fragments"
