"4100","4200","520","70","530","650","480","4150","100","surface","NA","NA","surface_age_modern"
"5100","5200","1810","80","1740","1900","1540","5150","100","14C_bulk","Ta-1759_","Gyttja","NA"
"6100","6200","3080","90","3310","3480","3010","6150","100","14C_bulk","Ta-1758_","Gyttja","NA"
"7100","7200","3790","60","4170","4380","3970","7150","100","14C_bulk","Ta-1757_","Gyttja","NA"
"8100","8200","4400","80","4950","5300","4840","8150","100","14C_bulk","Ta-1756_","Gyttja","NA"
"9100","9200","5350","80","6160","6300","5940","9150","100","14C_bulk","Ta-1755_","Gyttja","NA"
"10100","10200","6310","60","7240","7370","7050","10150","100","14C_bulk","Ta-1754_","Gyttja","NA"
"11100","11200","7230","80","8020","8190","7900","11150","100","14C_bulk","Ta-1753_","Gyttja","NA"
"12100","12200","7750","100","8510","8770","8370","12150","100","14C_bulk","Ta-1752_","Gyttja","NA"
"12600","12700","8180","70","9100","9370","8990","12650","100","14C_bulk","Ta-1751_","Gyttja","NA"
