"1550","1870","2365","15","1781",NA,"575","14C","SC","CURL-8018","NA","NA"
"1645","1965","2405","15","1864.7",NA,"575","14C","SC","CURL-8019","NA","NA"
"1755","2075","2585","50","1961.1",NA,"575","14C","SC","AAR-5073","NA","NA"
"1850","2170","2540","15","2044.3",NA,"575","14C","SC","CURL-8020","NA","NA"
"1950","2270","2595","15","2131.7",NA,"575","14C","SC","CURL-8021","NA","NA"
"2020","2340","2720","50","2192.9",NA,"575","14C","SC","Beta-195505","NA","NA"
"2050","2370","2700","25","2219.2",NA,"575","14C","SC","CURL-8153","NA","NA"
"2150","2470","2790","25","2306.9",NA,"575","14C","SC","CURL-8154","NA","NA"
"2255","2575","2900","25","2399.5",NA,"575","14C","SC","CURL-8155","NA","NA"
"2350","2670","2950","25","2483.8",NA,"575","14C","SC","CURL-8156","NA","NA"
"2450","2770","2955","30","2573.2",NA,"575","14C","SC","CURL-8157","NA","NA"
"2520","2840","3030","25","2636.4",NA,"575","14C","SC","CURL-8158","NA","NA"
"2610","2930","3255","55","2718.3",NA,"575","14C","SC","TUa-2651","NA","NA"
"2710","3030","3230","25","2810.5",NA,"575","14C","SC","CURL-8159","NA","NA"
"2810","3130","3295","25","2904.2",NA,"575","14C","SC","CURL-8160","NA","NA"
"2910","3230","3355","25","2999.4",NA,"575","14C","SC","CURL-8161","NA","NA"
"3002.5","3322.5","3450","50","3089",NA,"575","14C","SC","Beta-195506","NA","NA"
"3115","3435","3610","30","3200.3",NA,"575","14C","SC","CURL-8162","NA","NA"
"3210","3530","3670","25","3296.4",NA,"575","14C","SC","CURL-8163","NA","NA"
"3310","3630","3745","25","3400",NA,"575","14C","SC","CURL-8164","NA","NA"
"3410","3730","3835","60","3506.1",NA,"575","14C","SC","TUa-2652","NA","NA"
"3510","3830","3970","25","3615.1",NA,"575","14C","SC","CURL-8165","NA","NA"
"3610","3930","3960","25","3727.1",NA,"575","14C","SC","CURL-8166","NA","NA"
"3710","4030","4030","25","3842.3",NA,"575","14C","SC","CURL-8167","NA","NA"
"3800","4120","4150","25","3949.1",NA,"575","14C","SC","CURL-8168","NA","NA"
"3900","4220","4220","25","4071.2",NA,"575","14C","SC","CURL-8171","NA","NA"
"3977.5","4297.5","4375","75","4168.5",NA,"575","14C","SC","TUa-2653","NA","NA"
"4000","4320","3826","12","4197",NA,NA,"tephra","SC","NA","NA","Hekla_4_(Dugmore_et_al._1995)"
"4100","4420","4355","25","4327.4",NA,"575","14C","SC","CURL-8172","NA","NA"
"4200","4520","4515","25","4462.1",NA,"575","14C","SC","CURL-8173","NA","NA"
"4300","4620","4595","25","4601.4",NA,"575","14C","SC","CURL-8174","NA","NA"
"4395","4715","4670","60","4738.3",NA,"575","14C","SC","TUa-2654","NA","NA"
"4500","4820","4845","25","4895.1",NA,"575","14C","SC","CURL-8176","NA","NA"
"4600","4920","4950","25","5050",NA,"575","14C","SC","CURL-8177","NA","NA"
"4712.5","5032.5","5020","60","5231",NA,"575","14C","SC","TUa-2655","NA","NA"
"4800","5120","5280","25","5377.1",NA,"575","14C","SC","CURL-8178","NA","NA"
"4900","5220","5440","25","5550",NA,"575","14C","SC","CURL-8179","NA","NA"
"5007.5","5327.5","5600","60","5743.1",NA,"575","14C","SC","TUa-2850","NA","NA"
"5100","5420","5720","25","5915.5",NA,"575","14C","SC","CURL-8180","NA","NA"
"5212.5","5532.5","5970","60","6133.5",NA,"575","14C","SC","TUa-2656","NA","NA"
"5300","5620","6115","25","6309.6",NA,"575","14C","SC","CURL-8181","NA","NA"
"5400","5720","6245","30","6518",NA,"575","14C","SC","CURL-8182","NA","NA"
"5495","5815","6430","60","6723.3",NA,"575","14C","SC","AAR-4907","NA","NA"
"5600","5920","6485","20","6959",NA,"575","14C","SC","CURL-8216","NA","NA"
"5700","6020","6730","20","7192.3",NA,"575","14C","SC","CURL-8217","NA","NA"
"5800","6120","7060","20","7434.5",NA,"575","14C","SC","CURL-8218","NA","NA"
"5900","6220","7320","20","7686",NA,"575","14C","SC","CURL-8219","NA","NA"
