"10.5","10.5",NA,NA,"-46","0.9",NA,"210Pb","MC","NA","NA","NA"
"15.5","15.5",NA,NA,"-44","1.1",NA,"210Pb","MC","NA","NA","NA"
"20.5","20.5",NA,NA,"-43","1.2",NA,"210Pb","MC","NA","NA","NA"
"25.5","25.5",NA,NA,"-40","1.5",NA,"210Pb","MC","NA","NA","NA"
"30.5","30.5",NA,NA,"-38","1.7",NA,"210Pb","MC","NA","NA","NA"
"35.5","35.5",NA,NA,"-36","1.9",NA,"210Pb","MC","NA","NA","NA"
"40.5","40.5",NA,NA,"-33","2.2",NA,"210Pb","MC","NA","NA","NA"
"45.5","45.5",NA,NA,"-31","2.4",NA,"210Pb","MC","NA","NA","NA"
"50.5","50.5",NA,NA,"-28","2.7",NA,"210Pb","MC","NA","NA","NA"
"55.5","55.5",NA,NA,"-26","2.9",NA,"210Pb","MC","NA","NA","NA"
"60.5","60.5",NA,NA,"-23","3.2",NA,"210Pb","MC","NA","NA","NA"
"80.5","80.5",NA,NA,"-11","4.4",NA,"210Pb","MC","NA","NA","NA"
"95.5","95.5",NA,NA,"-2","5.3",NA,"210Pb","MC","NA","NA","NA"
"115.5","115.5",NA,NA,"11","6.6",NA,"210Pb","MC","NA","NA","NA"
"150.5","150.5",NA,NA,"32","1",NA,"Tephra","MC","NA","NA","NA"
"160.5","160.5",NA,NA,"38","9.3",NA,"210Pb","MC","NA","NA","NA"
"163","163","590","20",NA,NA,"540","14C","MC","CURL-7601","NA","NA"
"190.5","190.5",NA,"0.5","75","1",NA,"Tephra","MC","NA","NA","NA"
"195.5","195.5","615","20",NA,NA,"540","14C","MC","CURL-7606","NA","NA"
"205.5","205.5",NA,NA,"80","13.5",NA,"210Pb","MC","NA","NA","NA"
"245.5","245.5","735","15",NA,NA,"590","14C","MC","CURL-7609","NA","NA"
"285.5","285.5","725","15",NA,NA,"590","14C","MC","CURL-7610","NA","NA"
"295.5","295.5","750","55",NA,NA,"590","14C","MC","ETH-23213","NA","NA"
"320.5","320.5","775","15",NA,NA,"590","14C","MC","CURL-7602","NA","NA"
"363","363","935","15",NA,NA,"590","14C","MC","CURL-7603","NA","NA"
"395.5","395.5","930","75",NA,NA,"590","14C","MC","ETH-23212","NA","NA"
"403","403","1195","15",NA,NA,"590","14C","MC","CURL-7611","NA","NA"
"403","403","1195","15",NA,NA,"590","14C","MC","CURL-7611","NA","NA"
"20","340","965","55","295.7",NA,"590","14C","SC","ETH-2314","X","Age_rejected_by_authors"
"50","370","930","15","328.6",NA,"590","14C","SC","CURL-7635","NA","NA"
"82.5","402.5","945","15","364",NA,"590","14C","SC","CURL-7636","NA","NA"
"125","445","910","15","410",NA,"560","14C","SC","CURL-7637","NA","NA"
"165","485","955","20","453",NA,"560","14C","SC","CURL-7604","NA","NA"
"195","515","990","55","485",NA,"560","14C","SC","TUa-2649","NA","NA"
"245","565","1090","15","537.9",NA,"560","14C","SC","CURL-7597","NA","NA"
"282.5","602.5","1125","20","577.3",NA,"560","14C","SC","CURL-7605","NA","NA"
"320","640","1205","20","616.4",NA,"560","14C","SC","CURL-7598","NA","NA"
"365","685","1290","15","663",NA,"560","14C","SC","CURL-7599","NA","NA"
"395","715","1485","55","693.8",NA,"560","14C","SC","TUa-2847","X","Age_rejected_by_authors"
"420","740","1310","15","719.4",NA,"560","14C","SC","CURL-8850","NA","NA"
"450","770","1355","15","749.9",NA,"560","14C","SC","CURL-7600","NA","NA"
"475","795","1315","15","775.3",NA,"560","14C","SC","CURL-8851","NA","NA"
"495","815","1400","15","795.4",NA,"560","14C","SC","CURL-8852","NA","NA"
"520","840","1445","15","820.6",NA,"560","14C","SC","CURL-8853","NA","NA"
"532.5","852.5",NA,NA,"846",NA,NA,"tephra","SC","NA","NA","Hekla_1_(AD_1104)"
"552.5","872.5","1460","15","853.1",NA,"560","14C","SC","CURL-8005","NA","NA"
"590","910","1515","15","890.3",NA,"560","14C","SC","CURL-8854","NA","NA"
"652.5","972.5","1560","15","951.9",NA,"560","14C","SC","CURL-8006","NA","NA"
"695","1015","1635","60","993.5",NA,"575","14C","SC","TUa-2848","NA","NA"
"755","1075","1630","15","1051.6",NA,"575","14C","SC","CURL-8007","NA","NA"
"850","1170","1815","15","1142.6",NA,"575","14C","SC","CURL-8008","NA","NA"
"940","1260","1890","15","1227.6",NA,"575","14C","SC","CURL-8011","NA","NA"
"992.5","1312.5","1985","60","1276.8",NA,"575","14C","SC","TUa-2650","NA","NA"
"1050","1370","1990","15","1330.2",NA,"575","14C","SC","CURL-8012","NA","NA"
"1155","1475","2065","15","1426.7",NA,"575","14C","SC","CURL-8013","NA","NA"
"1250","1570","2120","15","1513.1",NA,"575","14C","SC","CURL-8014","NA","NA"
"1350","1670","2235","15","1603.1",NA,"575","14C","SC","CURL-8016","NA","NA"
"1397.5","1717.5","2290","55","1645.6",NA,"575","14C","SC","TUa-2849","NA","NA"
"1450","1770","2290","15","1692.4",NA,"575","14C","SC","CURL-8017","NA","NA"
