"0","-48",NA,NA,NA,NA,"surface","NA","NA","NA","Assumed_top_age_based_on_collection_year_(1998)"
"20",NA,NA,NA,NA,NA,"14C_bulk","CURL-5578","Humic_acids","NA","NA"
"37.5","1300","35","1070","1047","934","14C_bulk","CURL-4477","Humic_acids","x","Age_rejected_by_authors"
"200","1240","35","1010","964","910","14C_bulk","CURL-4475","Humic_acids","x","Age_rejected_by_authors"
"230","530","40","300","431","357","14C_bulk","CURL-3036","Humic_acids","NA","NA"
"400","1330","40","1100","1014","963","14C_bulk","CURL-4486","Humic_acids","NA","NA"
"600","2570","35","2340","2365","2327","14C_bulk","CURL-4476","Humic_acids","NA","NA"
"865","3970","40","3740","4151","4076","14C_bulk","CURL-3037","Humic_acids","NA","NA"
"1360","5840","60","5610","6437","6317","14C_bulk","CURL-4487","Humic_acids","x","Age_not_used_by_authors"
"1360","5610","60","5610","6437","6317","14C","CURL-4488","Macroflora","NA","NA"
"1875","8400","40","8170","9135","9023","14C_bulk","CURL-3038","Humic_acids","NA","NA"
"2640","8560","50","8560","9549","9498","14C","CURL-4914","Macroflora","NA","NA"
