0,65,0,-13.03,32.5,65
65,112,129.6,-12.97,88.5,47
112,150,226.3,-12.97,131,38
150,200,306.3,-13.43,175,50
200,252,414,-13.16,226,52
252,300,529,-13.205,276,48
300,342,637.8,-13.38,321,42
342,382,735.1,-13.15,362,40
382,450,829.7,-13.24,416,68
450,502,994.6,-13.2,476,52
502,565,1124.1,-13.055,533.5,63
565,604,1285.2,-13.195,584.5,39
604,653,1387.1,-13.3,628.5,49
653,691,1517.6,-13.195,672,38
691,747,1620.7,-12.885,719,56
747,791,1775.5,-13.165,769,44
791,840,1899.6,-13.35,815.5,49
840,882,2040.4,-13.23,861,42
882,920,2163.2,-12.85,901,38
920,969,2276,-13.04,944.5,49
969,1032,2423.9,-13.045,1000.5,63
1032,1097,2618,-13.63,1064.5,65
1097,1159,2822.9,-13.275,1128,62
1159,1206,3022.7,-13.42,1182.5,47
1206,1270,3177.1,-13.48,1238,64
1270,1330,3391.4,-13.52,1300,60
1330,1390,3596.2,-13.44,1360,60
1390,1445,3805.4,-13.3,1417.5,55
1445,1480,4000.6,-13.29,1462.5,35
1480,1532,4126.6,-13.47,1506,52
1532,1581,4316.3,-13.69,1556.5,49
1581,1636,4497.8,-13.51,1608.5,55
1636,1680,4707.8,-13.26,1658,44
1680,1738,4872.8,-13.3,1709,58
1738,1779,5097.6,-13.42,1758.5,41
1779,1829,5258.8,-13.34,1804,50
1829,1882,5457.9,-13.53,1855.5,53
1882,1928,5672,-13.24,1905,46
1928,1972,5860.4,-12.9,1950,44
1972,2013,6042.9,-13.11,1992.5,41
2013,2072,6214.8,-13.28,2042.5,59
2072,2119,6465.6,-13.92,2095.5,47
2119,2157,6668.2,-13.06,2138,38
2157,2203,6833.8,-12.72,2180,46
2203,2250,7036.4,-13.03,2226.5,47
2250,2293,7245.8,-12.96,2271.5,43
2293,2345,7439.6,-13.07,2319,52
2345,2380,7676.8,-13.07,2362.5,35
2380,2420,7831.1,-13.1,2400,40
2420,2470,8041.22222222222,-12.69,2445,50
2470,2516,8304,-12.77,2493,46
2516,2580,8545.75555555556,-12.77,2548,64
2580,2630,8882.11111111111,-12.36,2605,50
2630,2670,9144.88888888889,-12.17,2650,40
2670,2709,9364.28571428571,-11.95,2689.5,39
2709,2745,9587.14285714286,-11.565,2727,36
2745,2785,9792.85714285714,-11.4,2765,40
2785,2842,10021.4285714286,-11.29,2813.5,57
2842,2899,10115,-11.03,2870.5,57
2899,2940,10186.25,-10.99,2919.5,41
