"10",NA,NA,"0","NA","assumed_surface_from_record"
"280","1800","60",NA,"plant_macros","NA"
"600","4630","50",NA,"gyttja","NA"
"820","5180","50",NA,"plant_macros","NA"
"1120","5720","50",NA,"plant_macros","NA"
"1800","8860","65",NA,"plant_macros","NA"
"1900","8890","55",NA,"plant_macros","NA"
"2200","9500","65",NA,"plant_macros","NA"
"2300","9410","70",NA,"plant_macros","NA"
